first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,id
Ederson,Santana de Moraes,0,1,72,1350,7,23,234.2,0,4,280,25.7,8,0,1,26.4,58,260
Claudio,Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,261
John,Stones,0,0,40,803,5,53.2,171.4,18,5,197,24.3,4,0,0,6.5,53,262
Vincent,Kompany,0,0,19,376,2,23.8,109,12,2,98,14.6,2,0,2,1.3,52,263
Nicolás,Otamendi,0,0,27,457,2,19.6,106.6,46,0,136,17.2,4,0,0,2.6,61,264
Kyle,Walker,1,0,62,1080,5,145.8,215,66,4,272,42.7,7,0,0,13.9,65,265
Danilo Luiz,da Silva,0,0,2,90,1,5.7,19.4,33,0,14,5.8,0,0,0,0.3,51,266
Benjamin,Mendy,0,6,57,810,5,213.3,231.2,63,6,250,50.6,4,0,1,8.4,62,267
Aymeric,Laporte,1,0,67,1261,6,73.5,294,123,1,309,49.2,8,0,1,16.5,61,268
Fabian,Delph,0,0,24,383,1,43,74.4,0,2,120,11.7,3,0,0,0.5,53,269
Raheem,Sterling,8,7,104,1021,5,392.4,484.6,671,13,341,155,7,0,1,20.9,115,270
David,Silva,5,2,70,1007,5,554.7,377.6,555,8,311,148.9,7,0,1,11.6,87,271
Fernando,Luiz Rosa,1,2,50,1321,7,214,321.4,130,3,270,66.7,8,0,2,5.4,54,272
Kevin,De Bruyne,0,0,2,81,0,31.6,9.6,15,0,8,5.6,0,0,1,3.2,97,273
Ilkay,Gündogan,3,2,48,542,4,209.3,205,209,8,188,62.2,3,0,0,2.4,54,274
Leroy,Sané,6,7,81,772,3,314.4,384,535,5,277,123.4,5,0,1,11.2,94,275
Bernardo Mota,Veiga de Carvalho e Silva,4,3,66,1136,6,417.1,339,394,7,274,115.1,6,0,2,6.7,75,276
Phil,Foden,0,0,7,86,0,63.3,15.6,69,0,28,14.8,0,0,0,0.1,46,277
Brahim,Diaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,278
Oleksandr,Zinchenko,0,0,4,143,1,58.8,34.2,30,0,36,12.3,1,0,0,0,48,279
Sergio,Agüero,8,6,82,955,5,279.9,390.4,749,9,316,141.8,7,0,2,35.1,113,280
Gabriel Fernando,de Jesus,1,2,26,468,4,149.6,124.2,468,1,70,74.2,0,0,0,1.6,101,281
David,De Gea,0,0,43,1350,25,0,364,0,1,247,36.4,2,0,0,15.4,57,282
Sergio,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,50,283
Chris,Smalling,1,0,34,1080,19,15.8,241.8,98,3,178,35.6,2,0,1,1.7,57,284
Phil,Jones,0,0,1,147,4,0.7,32.6,0,0,26,3.4,0,0,0,0.5,51,285
Luke,Shaw,1,2,31,1061,22,197.2,256.6,134,3,180,58.9,1,0,5,5.4,50,286
Marcos,Rojo,0,0,-2,71,2,1.3,8.2,24,0,-4,3.4,0,0,1,0.1,49,287
Antonio,Valencia,0,0,10,360,5,96.1,52,3,1,69,15.1,1,0,2,0.7,64,288
Matteo,Darmian,0,0,11,270,3,33.5,54,7,2,56,9.5,1,0,0,0.2,46,289
Daley,Blind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,290
Eric,Bailly,0,0,6,290,8,1.5,48.4,6,0,46,5.7,0,0,0,1.4,51,291
Victor,Lindelöf,0,0,25,988,16,6,189.2,9,1,178,20.5,2,0,0,0.8,48,292
Ashley,Young,0,2,19,900,18,201.1,154.6,42,0,147,39.8,1,0,5,1.1,57,293
José Diogo,Dalot Teixeira,0,0,2,108,2,16.6,16.8,2,0,18,3.6,0,0,0,0,53,294
Alexis,Sánchez,1,3,29,474,7,195.8,140.8,223,1,102,56,1,0,2,1.3,100,295
Nemanja,Matic,0,0,20,1050,19,110.2,172.8,95,0,145,37.8,2,1,3,0.6,50,296
Juan,Mata,1,1,24,541,9,145.2,93,87,2,95,32.6,1,0,1,1.1,62,297
Marouane,Fellaini,0,2,24,698,12,64.4,152.4,137,0,113,35.2,1,0,1,0.7,49,298
Ander,Herrera,1,1,23,374,9,52.6,144.6,119,5,91,31.7,0,0,1,0.2,50,299
Jesse,Lingard,1,0,21,560,9,125.9,84.8,178,0,82,39,1,0,1,2,67,300
Anthony,Martial,7,1,69,783,14,220.9,310.6,358,11,210,88.9,1,0,1,12.3,76,301
Paul,Pogba,3,3,51,1134,18,275.1,364.6,477,3,179,112,3,0,2,10.4,79,302
Scott,McTominay,0,0,7,245,8,8,37.6,20,0,40,6.6,0,0,0,0.7,43,303
Frederico,Rodrigues de Paula Santos,1,0,20,482,10,118,101,61,3,81,28.1,1,0,1,1.4,55,304
Marcus,Rashford,2,3,32,670,10,170.9,173.2,180,1,109,52.1,2,1,2,5.1,67,305
Romelu,Lukaku,5,1,54,1003,21,172.7,229.8,442,8,162,84.6,2,0,1,4.4,107,306
Robert,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43,307
Karl,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,308
Martin,Dubravka,0,0,54,1350,20,0,342.4,0,5,257,34.1,4,0,0,0.6,50,309
DeAndre,Yedlin,1,1,38,1249,20,181.5,237,65,1,174,48.4,3,0,3,1.5,45,310
Ciaran,Clark,2,0,28,587,11,23.3,198.8,66,3,127,29,1,0,0,0.2,45,311
Jamaal,Lascelles,0,0,33,900,11,14.1,236.2,64,5,176,31.6,3,0,0,3.2,47,312
Paul,Dummett,0,0,32,900,10,66.7,185.2,13,0,165,26.5,4,0,0,0.2,44,313
Florian,Lejeune,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,314
Javier,Manquillo,0,0,5,325,7,16.2,58.4,2,0,48,7.7,0,0,1,0.1,43,315
Chancel,Mbemba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,316
Matt,Ritchie,0,2,30,1017,14,309.6,161.4,182,0,121,65.2,4,0,5,0.4,58,317
Jonjo,Shelvey,0,1,22,700,9,257.2,154.2,105,0,110,51.7,3,0,0,0.5,53,318
Mohamed,Diamé,0,0,31,1324,20,46.6,176.2,119,0,87,34.3,4,0,3,0.1,49,319
Christian,Atsu,0,0,9,322,6,97.6,78.8,96,0,36,27.2,0,0,2,0.1,51,320
Jacob,Murphy,0,1,14,279,7,29.8,50.2,22,0,42,10.2,1,0,0,0,48,321
Mikel,Merino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,322
Isaac,Hayden,0,0,2,127,2,12.1,25.8,0,0,17,3.8,0,1,0,0.1,43,323
Sung-yueng,Ki,0,1,17,593,10,144.4,93.2,18,0,95,25.6,0,0,0,0.1,47,324
Dwight,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,60,325
Ayoze,Pérez,1,1,37,1062,16,270.3,202.4,255,3,134,72.8,3,0,0,1.2,61,326
Jose Luis,Mato Sanmartín,2,0,25,483,10,32.8,111.2,277,3,78,42,1,0,1,3.2,49,327
Alex,McCarthy,0,0,50,1350,29,0,367.8,0,5,275,36.9,4,0,1,3.3,45,328
Fraser,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,43,329
Ryan,Bertrand,1,0,33,1080,21,251,207,85,1,171,54.2,4,0,5,3,48,330
Maya,Yoshida,0,0,6,450,12,33.2,83.4,46,0,65,16.2,0,0,0,0.7,41,331
Cédric,Soares,1,2,44,1315,29,207.8,279.4,103,7,236,59.1,3,0,4,4.6,44,332
Jack,Stephens,0,0,20,630,13,55.7,139.2,77,1,127,27.2,3,0,1,0.2,43,333
Sam,McQueen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,40,334
Jan,Bednarek,0,0,2,80,1,0.6,38.6,0,0,17,4,0,0,0,3.8,39,335
Wesley,Hoedt,0,0,29,1170,24,20,283.6,41,3,206,34.7,4,0,2,0.3,43,336
Steven,Davis,0,1,9,97,4,41.6,38.8,2,2,39,8.2,0,0,0,0.1,46,337
James,Ward-Prowse,0,0,8,287,12,189.3,64.4,75,0,46,32.8,0,0,1,0.2,51,338
Oriol,Romeu Vidal,0,0,10,362,8,20.5,52.8,18,0,29,9.2,2,0,3,1.8,43,339
Pierre-Emile,Højbjerg,2,0,33,1063,27,170.3,249.6,206,4,187,62.9,2,1,4,4.1,45,340
Sofiane,Boufal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,341
Joshua,Sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,342
Nathan,Redmond,0,0,34,1331,28,357.2,186.8,313,0,155,85.6,4,0,0,0.3,52,343
Mario,Lemina,0,2,34,1235,26,144.4,221,158,1,187,52.4,4,0,5,0.2,48,344
Stuart,Armstrong,3,0,32,474,12,111.2,151.4,109,2,102,37.1,1,0,1,0.6,51,345
Mohamed,Elyounoussi,0,0,20,544,3,202.6,76.4,167,0,64,44.6,4,0,0,0.1,61,346
Shane,Long,0,0,14,457,12,69.8,45.6,155,0,29,27.2,1,0,0,1,48,347
Charlie,Austin,1,0,18,540,7,63.9,80.8,204,0,44,34.5,4,0,0,0.4,55,348
Manolo,Gabbiadini,1,0,22,453,12,70.9,74.4,163,3,55,30.3,0,0,0,0.2,56,349
Guido,Carrillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,350
Hugo,Lloris,0,0,47,990,11,0,295.2,0,5,224,29.6,4,0,0,4.2,54,351
Michel,Vorm,0,0,5,180,4,0,66.8,0,1,36,6.6,0,0,0,0.1,48,352
Toby,Alderweireld,0,0,44,1160,11,36.4,267.2,113,2,262,41.6,5,0,1,3,59,353
Danny,Rose,0,2,31,537,4,86,92.2,46,2,115,22.3,3,0,2,0.8,58,354
Jan,Vertonghen,1,0,21,669,11,33.3,193.4,55,3,126,28.1,1,1,0,4.3,59,355
Ben,Davies,0,0,23,809,12,146.5,155.6,83,0,133,38.6,2,0,1,2.2,56,356
Kieran,Trippier,1,4,65,994,9,354.8,297.2,55,8,283,70.7,5,0,1,20,61,357
Kyle,Walker-Peters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,42,358
Davinson,Sánchez,0,2,35,613,5,14.4,162.6,63,4,165,24,3,0,1,1.5,58,359
Serge,Aurier,0,1,13,350,6,72.9,90.6,8,0,61,17.2,1,0,1,0.7,58,360
Eric,Dier,2,0,37,1027,12,107.2,220.2,72,1,181,40.1,4,0,2,1.7,48,361
Mousa,Dembélé,0,0,14,512,6,17.5,51,1,0,74,7.1,1,0,1,0.9,49,362
Erik,Lamela,4,1,42,436,5,120.9,185,234,4,124,53.8,2,0,0,0.7,63,363
Christian,Eriksen,0,6,44,839,14,369.1,226.2,175,3,197,77.3,2,0,0,5.3,92,364
Bamidele,Alli,2,2,39,641,11,110.7,194.8,279,5,144,58.5,2,0,1,3.3,89,365
Victor,Wanyama,0,0,6,147,0,7.3,23,21,0,25,5.1,1,0,0,0,49,366
Heung-Min,Son,2,2,37,569,5,113.6,148.4,279,1,118,54.1,4,0,0,3.1,84,367
Harry,Winks,0,0,17,527,5,53.5,59.8,9,0,74,12.2,2,0,3,0.1,55,368
Moussa,Sissoko,0,1,26,729,10,119.4,111,69,2,135,29.7,3,0,0,0.3,49,369
Lucas,Rodrigues Moura da Silva,5,1,65,1086,9,236.1,284,345,5,159,86.5,7,0,2,9.9,70,370
Fernando,Llorente,0,0,2,13,0,1.9,0,6,0,5,0.6,0,0,0,0.2,56,371
Harry,Kane,9,3,85,1341,16,198.2,451.6,726,13,297,137.5,5,0,3,27.7,125,372
Heurelho,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,43,373
Pontus,Dahlberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,374
Younes,Kaboul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,42,375
Craig,Cathcart,1,0,41,1341,21,16.5,286.4,145,3,228,44.9,3,0,1,1,45,376
Sebastian,Prödl,0,0,1,13,0,0,0,0,0,2,0,0,0,0,0.1,42,377
José,Holebas,2,4,46,1073,18,374.7,328.4,67,6,218,77.1,1,0,6,11.1,47,378
Miguel,Britos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,379
Christian,Kabasele,0,0,14,756,14,11.7,170.8,167,0,84,34.9,1,1,0,0.4,44,380
Daryl,Janmaat,0,1,20,521,6,93.5,125.8,30,4,105,25.1,1,0,2,0.3,49,381
Adrian,Mariappa,0,0,20,576,7,12.9,103.4,30,0,102,14.6,2,0,0,0.3,42,382
Francisco,Femenía Far,0,1,30,774,14,83.6,167.4,23,3,169,27.3,2,0,0,1.6,42,383
Marvin,Zeegelaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,42,384
Marc,Navarro,0,0,1,83,2,5.3,15,2,0,8,2.2,0,0,0,0.1,43,385
Adam,Masina,0,1,17,276,3,43.1,70.8,2,1,76,11.6,2,0,1,0.1,43,386
Nathaniel,Chalobah,0,0,6,175,3,14.1,16.4,31,0,19,6.2,0,0,1,0.1,45,387
Tom,Cleverley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,388
Etienne,Capoue,1,2,40,1169,18,69.7,270.6,80,8,202,42.1,3,1,5,0.9,50,389
Abdoulaye,Doucouré,1,4,53,1350,21,242.3,291.8,261,7,243,79.4,3,0,2,1.4,59,390
Roberto,Pereyra,5,0,64,1269,21,203.3,244.2,342,8,213,79.1,3,0,1,15.5,63,391
Will,Hughes,1,1,38,1135,18,179.1,181.4,207,2,122,56.8,4,0,3,1.1,50,392
Richarlison,de Andrade,7,1,74,1105,13,134.6,347.2,536,11,195,101.4,4,1,1,31.5,71,393
Gerard,Deulofeu,1,1,21,440,4,125,72,154,0,57,35,2,0,1,0.7,54,394
Andre,Gray,3,0,35,714,11,102.3,131.8,299,2,93,52.6,3,0,1,0.9,60,395
Troy,Deeney,2,1,36,983,17,195,187.8,418,4,114,80,1,0,1,2.5,59,396
Stefano,Okaka,0,0,0,13,0,1.5,0,4,0,-3,0.4,0,0,1,0.1,50,397
Jerome,Sinclair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,398
Adrián,San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,43,399
Lukasz,Fabianski,0,0,62,1350,23,0,456.8,0,9,298,45.5,2,0,0,14.8,45,400
Winston,Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,401
Aaron,Cresswell,0,0,9,475,7,114.6,110.2,15,0,74,24,0,0,1,0.6,51,402
Angelo,Ogbonna,0,0,4,280,8,14.4,64.6,44,0,41,12.1,0,0,1,0.4,42,403
Sam,Byram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,404
Pablo,Zabaleta,0,1,29,972,14,57.7,223.8,40,4,170,32.2,2,0,4,2.7,43,405
Declan,Rice,0,0,26,1035,15,64.9,195.4,54,0,195,31.3,2,0,1,0.4,44,406
Reece,Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,407
Ryan,Fredericks,0,0,2,287,8,37.2,46.4,10,0,25,9.5,0,0,2,0.2,46,408
Issa,Diop,0,0,27,1170,17,34.2,262,87,0,200,38.3,2,0,1,0.7,43,409
Arthur,Masuaku,0,1,23,889,17,68.1,227.6,16,0,148,31.2,1,0,1,1.7,43,410
Mark,Noble,0,2,21,774,12,113.2,118.6,41,0,104,27.2,2,1,3,0.3,49,411
Cheikhou,Kouyaté,0,2,29,790,13,97.1,134.8,101,0,96,33,4,0,2,0.3,47,412
Pedro,Obiang,0,1,20,587,10,47.4,72.8,81,1,81,20,1,0,0,1.1,44,413
Manuel,Lanzini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,414
Michail,Antonio,1,2,31,610,11,114.8,123.4,323,0,82,55.7,2,0,1,0.8,68,415
Edimilson,Fernandes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,416
Marko,Arnautovic,5,3,59,1008,18,276.3,290.8,523,9,218,108.3,1,0,3,20.3,71,417
Andy,Carroll,0,0,1,26,1,0.3,4.2,18,0,1,2.3,0,0,0,0.1,54,418
Javier,Hernández Balcázar,3,1,34,495,8,58.5,122.2,173,4,116,35.2,3,0,0,2.2,62,419
Jordan,Hugill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,420
John,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,43,421
Will,Norris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,40,422
Willy,Boly,1,0,49,1350,18,45.8,387.2,105,3,272,53.8,4,0,0,4.8,46,423
Barry,Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,424
Matt,Doherty,2,3,67,1309,18,279.5,350.6,296,9,267,92.5,4,0,1,18,50,425
Romain,Saïss,0,0,3,196,3,1.4,59,4,0,31,6.4,0,0,2,0.1,42,426
Ryan,Bennett,0,0,37,1260,16,78.3,255,79,1,201,41.2,4,0,3,11,42,427
Danny,Batth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,40,428
Roderick Jefferson,Gonçalves Miranda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,429
Conor,Coady,0,0,39,1350,18,16.5,244.6,0,2,238,25.9,4,0,3,0.6,45,430
Rúben Gonçalo,Silva Nascimento Vinagre,0,0,7,328,5,58.3,46.2,6,0,47,11,0,0,1,0.2,43,431
Diogo,Jota,1,1,33,895,11,167.9,105,256,1,91,52.9,4,0,3,0.9,59,432
Rúben Diogo,da Silva Neves,2,1,42,1260,17,209.7,294,191,2,196,69.5,4,0,5,14.2,50,433
Ivan,Cavaleiro,2,0,24,262,4,120.9,98.6,103,3,74,31.7,1,0,1,0.1,52,434
Hélder,Costa,0,0,30,1025,15,156.4,66,209,0,73,43.2,4,0,1,0.5,48,435
Bright,Enobakhare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,436
Raúl,Jiménez,4,6,71,1240,17,289.5,300.6,596,8,218,118.2,5,0,0,15.2,60,437
Bonatini Lohner Maia,Bonatini,0,1,10,130,0,30.9,24.6,90,0,19,13.6,0,0,0,0.5,47,438
Jason,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,40,439
Bernardo,Fernandes da Silva Junior,0,0,6,382,5,32.4,97,0,0,56,13,0,0,2,0.1,42,440
Joel,Ward,0,0,2,101,3,3.1,29.8,4,0,6,3.7,0,0,0,0.2,43,441
Jaroslaw,Jach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,442
Pape,Souaré,0,0,1,1,0,0.1,1,0,0,3,0.1,0,0,0,0.1,42,443
Connor,Wickham,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0.1,49,444
Ben,Foster,0,0,43,1350,21,30,306.2,0,1,250,33.7,3,0,0,3.9,45,445
Ken,Sema,0,0,5,74,1,2,11.6,20,0,13,3.2,0,0,0,0.1,46,446
Jack,Wilshere,0,1,11,338,9,44.8,64.4,11,0,67,12,1,0,2,1.1,48,447
Morgan,Gibbs-White,0,1,12,197,4,49.8,34,8,0,43,8.9,0,0,1,0.4,43,448
Rafa,Mir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,449
Lucas,Torreira,1,3,40,1052,13,108.6,230.2,81,3,217,42.2,2,0,4,2.7,49,450
Matteo,Guendouzi,0,0,15,643,12,63,122.4,24,0,108,20.9,0,0,2,1.8,45,451
Angus,Gunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,452
Andriy,Yarmolenko,2,1,27,456,6,84.6,86,122,2,88,29.1,1,0,2,0.6,68,453
Rui Pedro,dos Santos Patrício,0,0,53,1350,18,0,296.6,0,4,256,29.5,4,0,0,9.4,46,454
Maxime,Le Marchand,0,1,15,1035,27,76.6,261.6,54,1,180,39.4,0,0,1,0.2,42,455
Jean Michael,Seri,1,2,44,1169,30,495.1,289.2,59,6,249,84.5,0,0,0,2.2,52,456
Danny,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,44,457
Robert Kenedy,Nunes do Nascimento,1,1,36,1006,11,127.6,162.4,266,1,113,55.6,5,0,0,1.6,49,458
Jorge Luiz,Frello Filho,1,0,39,1209,11,249.9,273,45,1,219,56.7,7,0,2,8.2,49,459
Cyrus,Christie,0,0,9,755,20,137.4,174.4,47,0,97,35.8,0,0,1,0.1,42,460
Erik,Durm,0,1,22,779,15,129.5,115.2,80,2,117,32.5,1,0,0,0.1,44,461
Xherdan,Shaqiri,3,4,47,538,3,200.7,195,161,1,143,55.7,4,0,1,2.9,70,462
Jannik,Vestergaard,0,0,15,630,11,20.9,151.2,27,0,118,19.9,2,0,2,0.2,46,463
Fabián,Balbuena,1,0,37,1260,22,35.5,349.2,143,3,237,53,2,0,1,1.1,44,464
Felipe Anderson,Pereira Gomes,5,1,66,1237,20,445.4,390.4,296,9,261,113.2,3,0,3,12,72,465
Yves,Bissouma,0,0,16,672,12,76.3,88.4,74,0,59,23.9,0,0,3,0,47,466
Greg,Cunninghamm,0,0,3,360,9,40.3,61.8,12,0,38,11.5,0,0,2,0,42,467
Alisson,Ramses Becker,0,0,75,1350,6,0,280.6,0,3,317,28,9,0,0,20.8,57,468
Kevin,Mirallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,469
Sandro,Ramírez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,54,470
Adama,Diakhaby,0,0,9,230,6,23.7,18.2,10,0,17,5,1,0,0,0,46,471
Daniel,Sturridge,2,0,20,238,2,71.8,92.8,128,2,79,29.1,1,0,1,1.1,58,472
Diego,Rico,0,0,2,225,6,61.1,46,16,0,37,12.3,0,0,0,0,42,473
Fabricio,Agosto Ramírez,0,0,8,180,5,0,115.2,0,2,47,11.5,0,0,0,0.3,43,474
João Filipe Iria,Santos Moutinho,1,1,43,1259,17,448.7,298.2,42,4,226,79,4,0,2,2.7,53,475
Alireza,Jahanbakhsh,0,0,15,437,4,58.7,44,73,0,31,17.5,3,0,2,0.7,67,476
Sullay,Kaikai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43,477
André,Schürrle,5,0,48,1016,29,209,269.2,317,0,182,79.2,0,0,2,4.5,58,478
Matt,Targett,0,1,6,251,9,100.8,63.4,10,0,51,17.4,0,0,0,0.1,42,479
Aleksandar,Mitrovic,7,3,71,1345,36,195.7,371.2,671,8,228,124,0,0,4,18.7,66,480
Andreas,Pereira,0,0,3,156,5,7.6,30.4,16,0,28,5.4,0,0,2,0.2,46,481
Fabian,Schär,0,0,5,483,7,27.2,168.4,33,0,72,22.9,0,0,5,0.1,46,482
Jonathan,Castro Otto,1,1,46,1008,13,180.8,213.2,159,4,204,55.5,4,0,2,1.6,44,483
Lucas,Digne,0,1,43,1069,12,443.9,266,97,3,244,80.7,4,0,1,3.4,49,484
Anders,Lindegaard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,485
Max,Meyer,0,1,21,608,10,171,92.4,206,0,87,46.7,2,0,2,0.2,56,486
Alfie,Mawson,0,0,6,630,15,21.8,138.4,25,0,80,18.5,0,0,2,0.1,48,487
Yoshinori,Muto,1,0,17,360,5,44.2,51.8,115,0,40,20.6,1,0,0,0.1,57,488
Robert,Snodgrass,0,3,29,814,11,352.4,168.6,127,2,126,64.5,2,0,6,0.3,53,489
Joe,Hart,0,0,58,1350,32,10.1,523.2,0,6,320,53.2,3,0,0,8.7,45,490
Ben,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,48,491
Rachid,Ghezzal,1,0,18,400,8,207,85,89,2,66,38,1,0,2,0.1,51,492
Salomón,Rondón,3,1,37,643,8,25.8,135.6,322,6,92,47.9,2,0,1,1.6,57,493
Jefferson,Lerma,1,1,29,929,14,69.9,196.8,93,3,135,36,4,0,5,0.4,45,494
Matej,Vydra,1,0,12,249,5,21.5,44.2,54,0,45,11.8,0,0,1,0,57,495
Tammy,Abraham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,54,496
Georges-Kévin,Nkoudou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,497
Kepa,Arrizabalaga,0,0,64,1350,13,0.1,278.6,0,3,292,27.7,7,0,0,5.6,55,498
Mateo,Kovacic,0,1,29,713,5,230.2,133.8,186,1,143,55.1,6,0,1,0.8,58,499
Adama,Traoré,1,0,21,386,4,148.1,132.6,146,2,83,42.7,0,0,1,0.3,53,500
Filip,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,501
Lucas,Pérez,2,0,17,157,4,37.1,80.8,60,3,71,17.8,0,0,0,0.3,62,502
Martín,Montoya,0,0,9,720,14,85.8,142.8,23,0,93,25.2,0,0,1,0.1,43,503
Víctor,Camarasa,1,1,37,1221,28,356,188,186,2,146,73.1,2,0,3,1.7,46,504
Jordan,Ayew,0,1,18,560,6,91.8,44.8,150,0,27,28.7,2,0,1,0.2,57,505
Yerry,Mina,0,0,18,361,2,24.2,56.6,16,2,72,9.7,2,0,1,0.9,54,506
Bernard,Anício Caldeira Duarte,0,2,29,603,5,211.6,98.6,49,2,104,35.8,4,0,2,0.3,59,507
André Filipe,Tavares Gomes,0,0,16,621,5,55.5,72.2,100,0,70,22.9,3,0,1,0.2,54,508
Sergio,Rico,0,0,14,540,11,0,174.8,0,0,104,17.4,0,0,0,0.2,44,509
Joe,Bryan,0,0,6,328,9,70.3,69.8,16,0,56,15.6,0,0,0,0.1,48,510
Timothy,Fosu-Mensah,0,0,4,502,12,85.9,65.4,26,0,64,17.6,0,0,2,0.4,45,511
André-Frank,Zambo Anguissa,0,0,16,569,13,52.8,112,43,0,87,20.8,0,0,0,0.1,44,512
Luciano,Vietto,0,4,31,595,15,191.8,122,137,3,100,44.7,0,0,1,0.6,55,513
Isaac,Mbenza,0,0,10,209,3,19,20,62,0,31,9.8,0,0,1,0,59,514
Caglar,Söyüncü,0,0,5,191,2,1.4,31,22,0,22,5.5,0,0,1,0,49,515
Federico,Fernández,0,2,40,1080,16,41.7,269.2,45,5,216,35.6,3,0,2,0.5,44,516
Domingos,Quina,0,0,1,38,0,0.6,3.4,2,0,2,0.6,0,0,0,0.1,44,517
Carlos,Sánchez,0,0,7,217,4,27.7,20.2,24,0,37,7.2,0,0,0,0.2,44,518
Leander,Dendoncker,0,0,1,9,0,0.1,1.2,0,0,3,0.1,0,0,0,0.4,43,519
Lee,Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,520
Ibrahima,Cissé,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,521
Jon Gorenc,Stankovic,1,0,6,91,6,0.3,49.6,34,0,26,8.4,0,0,0,3.7,39,522
Luke,Amos,0,0,1,2,0,0.1,2.2,0,0,3,0.2,0,0,0,0.1,43,523
Isaac,Success Ajayi,1,0,23,630,11,187,93.8,228,0,73,50.8,2,0,2,3.8,46,524
Kortney,Hause,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,40,525
Kurt,Zouma,0,1,33,813,12,27.8,162.4,49,4,163,24,2,0,0,0.2,50,526
Nampalys,Mendy,0,1,33,1150,15,50.9,130.4,20,0,171,20.3,5,0,1,1.3,45,527
Kieran,Dowell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,528
Arijanet,Muric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,529
Jamie,Sterry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,530
Sean,Longstaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,531
Tyias,Browning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,532
Ryan,Schofield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,533
