first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,first_name,second_name,id
Demarai,Gray,4,1,69,1537,23,241.1,292.4,508,3,200,103.9,5,0,2,0.9,54,Demarai,Gray,225
Daniel,Amartey,0,0,15,639,9,46.7,139,21,0,103,20.8,1,0,2,0.2,43,Daniel,Amartey,226
Wilfred,Ndidi,2,0,69,2488,38,246.3,517.4,285,4,401,105,7,0,7,0.8,49,Wilfred,Ndidi,227
Vicente,Iborra,0,0,9,224,4,27.8,26.8,25,0,31,8,0,0,0,0,47,Vicente,Iborra,228
Matty,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Matty,James,229
Hamza,Choudhury,0,0,11,332,3,30.5,67.2,41,0,41,14,2,0,0,0.1,43,Hamza,Choudhury,230
Adrien Sebastian,Perruchet Silva,0,0,3,87,1,6.3,14.2,0,0,16,2.1,0,0,0,0.2,47,Adrien Sebastian,Perruchet Silva,231
Fousseni,Diabaté,0,0,1,54,1,15.8,7.4,0,0,4,2.3,0,0,0,0,46,Fousseni,Diabaté,232
James,Maddison,5,5,95,1986,35,1107.2,578.2,526,8,453,220.9,5,1,2,4.7,66,James,Maddison,233
Jamie,Vardy,9,3,98,1835,28,256.5,448.6,757,17,313,146,8,1,3,5.1,88,Jamie,Vardy,234
Shinji,Okazaki,0,1,22,198,4,24.6,40.4,69,0,54,13.2,0,0,0,0.5,52,Shinji,Okazaki,235
Kelechi,Iheanacho,1,5,53,881,15,206.3,131.4,206,3,150,53.8,1,0,1,0.9,57,Kelechi,Iheanacho,236
Simon,Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,47,Simon,Mignolet,237
Loris,Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,Loris,Karius,238
Dejan,Lovren,1,1,54,810,5,27,196.8,68,9,207,29.2,5,0,1,1.6,49,Dejan,Lovren,239
Alberto,Moreno,0,0,4,154,2,42,20,5,0,24,6.7,0,0,0,0.2,41,Alberto,Moreno,240
Nathaniel,Clyne,0,0,20,648,11,44.8,121.8,42,0,110,20.8,2,0,1,0.8,44,Nathaniel,Clyne,241
Joseph,Gomez,0,0,52,1047,4,91.8,208.6,44,2,259,34.5,7,0,2,1,48,Joseph,Gomez,242
Joel,Matip,1,0,50,815,7,23,242.8,63,5,218,32.9,5,0,3,0.7,49,Joel,Matip,243
Ragnar,Klavan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Ragnar,Klavan,244
Trent,Alexander-Arnold,1,6,112,1605,8,459.9,431.6,188,11,456,107.8,11,0,3,15.3,53,Trent,Alexander-Arnold,245
Virgil,van Dijk,3,3,154,2484,15,69.5,741.2,382,15,691,119.4,15,0,1,28.7,65,Virgil,van Dijk,246
Andrew,Robertson,0,9,163,2323,13,512,540.6,216,24,669,126.9,16,0,2,38.4,68,Andrew,Robertson,247
Alex,Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,Alex,Oxlade-Chamberlain,248
Jordan,Henderson,0,0,40,1321,10,193,204.2,51,0,257,45.1,7,1,0,0.6,53,Jordan,Henderson,249
Adam,Lallana,0,1,17,307,2,96.8,47.8,73,0,64,21.8,2,0,1,0.7,69,Adam,Lallana,250
Sadio,Mané,14,2,156,2183,14,437.8,684.2,964,16,478,208.6,14,0,1,23.3,97,Sadio,Mané,251
Georginio,Wijnaldum,2,1,78,2018,10,275.1,309.4,278,6,327,86.4,14,0,3,1.1,55,Georginio,Wijnaldum,252
Mohamed,Salah,17,8,195,2373,13,750.5,921,1533,15,541,320.7,16,0,0,48.6,135,Mohamed,Salah,253
James,Milner,3,5,83,1565,11,628,459.6,296,11,362,138.8,9,1,3,2.6,56,James,Milner,254
Fabio Henrique,Tavares,1,2,49,1365,8,209.5,320,150,0,219,68.1,8,0,3,0.6,55,Fabio Henrique,Tavares,255
Naby,Keita,0,1,42,1060,6,156.6,172.6,284,0,154,61.4,7,0,0,1.6,71,Naby,Keita,256
Roberto,Firmino,9,6,122,2058,11,503.5,580.2,952,17,499,202.9,16,0,0,15.8,92,Roberto,Firmino,257
Danny,Ings,7,1,73,1249,20,232.4,365.8,655,11,261,125.3,4,0,1,3,54,Danny,Ings,258
Dominic,Solanke,0,0,5,182,3,25.8,32.8,95,0,13,15.4,0,0,0,0.5,47,Dominic,Solanke,259
Ederson,Santana de Moraes,0,1,118,2520,20,33,434.8,0,4,506,46.8,13,0,2,20.4,56,Ederson,Santana de Moraes,260
Claudio,Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,48,Claudio,Bravo,261
John,Stones,0,0,65,1523,15,105.2,326.4,30,7,358,46.1,7,0,1,5.1,52,John,Stones,262
Vincent,Kompany,0,0,27,643,4,28.2,162.8,30,2,154,22.2,3,0,4,1.1,52,Vincent,Kompany,263
Nicolás,Otamendi,0,0,52,958,6,31.2,226.2,77,2,273,33.4,7,0,0,2.7,60,Nicolás,Otamendi,264
Kyle,Walker,1,1,99,1898,14,248.4,368.6,120,6,463,73.7,11,0,1,11.2,64,Kyle,Walker,265
Danilo Luiz,da Silva,1,0,36,712,7,112.7,151.8,99,5,163,36.4,3,0,1,1,51,Danilo Luiz,da Silva,266
Benjamin,Mendy,0,6,57,810,5,213.3,231.2,63,6,250,50.6,4,0,1,6,61,Benjamin,Mendy,267
Aymeric,Laporte,2,1,113,2336,19,164.2,559,196,4,538,92.2,12,0,3,10.2,60,Aymeric,Laporte,268
Fabian,Delph,0,1,29,722,9,97.8,153.8,24,2,186,27.5,3,1,1,0.3,53,Fabian,Delph,269
Raheem,Sterling,12,13,174,1989,17,744.8,815.6,1112,20,596,267.4,10,0,2,12.4,113,Raheem,Sterling,270
David,Silva,6,4,106,1713,12,826.4,543,889,11,463,225.9,10,0,1,4.2,85,David,Silva,271
Fernando,Luiz Rosa,1,3,73,2168,15,351.6,502.8,191,4,409,104.8,11,0,5,3.5,53,Fernando,Luiz Rosa,272
Kevin,De Bruyne,1,1,31,620,2,304.4,154.6,180,2,150,63.9,4,0,2,4,97,Kevin,De Bruyne,273
Ilkay,Gündogan,5,2,80,1321,12,456.9,374.6,385,8,349,121.7,7,0,2,2.3,54,Ilkay,Gündogan,274
Leroy,Sané,8,11,131,1495,12,550.9,586.6,828,13,439,196.7,7,0,1,10.2,95,Leroy,Sané,275
Bernardo Mota,Veiga de Carvalho e Silva,5,7,112,2104,19,733.8,567.6,683,11,476,198.7,9,0,3,7.3,75,Bernardo Mota,Veiga de Carvalho e Silva,276
Phil,Foden,0,0,9,97,0,65.4,18.8,71,0,37,15.5,0,0,0,0.1,45,Phil,Foden,277
Brahim,Diaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,Brahim,Diaz,278
Oleksandr,Zinchenko,0,3,22,413,2,132.3,147.8,30,1,111,31,3,0,0,0.1,47,Oleksandr,Zinchenko,279
Sergio,Agüero,18,8,158,1748,13,373,785.2,1239,21,598,239.6,11,0,4,37.3,117,Sergio,Agüero,280
Gabriel Fernando,de Jesus,6,2,64,838,10,235.1,322.4,736,7,220,129.5,1,0,0,1.6,99,Gabriel Fernando,de Jesus,281
David,De Gea,0,0,102,2520,36,0,669.2,0,7,510,66.9,7,0,1,16.7,57,David,De Gea,282
Sergio,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,Sergio,Romero,283
Chris,Smalling,1,0,49,1407,20,17.3,310.8,138,3,246,46.7,4,0,1,1.3,56,Chris,Smalling,284
Phil,Jones,0,1,36,876,10,29.4,196,35,3,197,26.2,3,0,0,0.6,51,Phil,Jones,285
Luke,Shaw,1,3,72,1961,28,368,451,215,6,375,103.5,6,0,9,9.2,51,Luke,Shaw,286
Marcos,Rojo,0,0,-1,103,3,1.5,14.2,24,0,1,4,0,0,1,0.1,49,Marcos,Rojo,287
Antonio,Valencia,0,0,16,450,5,99.1,59.8,3,1,90,16.2,2,0,2,0.7,64,Antonio,Valencia,288
Matteo,Darmian,0,0,13,361,6,34.3,77.4,7,2,69,11.9,1,0,0,0.2,46,Matteo,Darmian,289
Daley,Blind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Daley,Blind,290
Eric,Bailly,0,0,14,566,12,3.1,113.6,8,0,99,12.6,1,1,0,1.3,50,Eric,Bailly,291
Victor,Lindelöf,1,1,77,1978,26,67.7,440.4,96,9,417,60.5,6,0,1,6.2,50,Victor,Lindelöf,292
Ashley,Young,2,3,66,1837,29,475.8,408.2,104,3,345,98.9,4,0,7,1.9,57,Ashley,Young,293
José Diogo,Dalot Teixeira,0,1,18,558,6,148.4,98.4,48,0,95,29.5,1,0,2,0.1,53,José Diogo,Dalot Teixeira,294
Alexis,Sánchez,1,5,43,733,9,269.4,196.2,291,1,150,75.6,2,0,3,1.2,100,Alexis,Sánchez,295
Nemanja,Matic,1,0,51,2036,29,235,417.6,169,2,317,82.3,6,1,5,0.7,50,Nemanja,Matic,296
Juan,Mata,2,3,53,997,12,315.9,187.8,216,5,213,72.2,4,0,2,1,61,Juan,Mata,297
Marouane,Fellaini,0,2,26,746,14,65.6,172.2,145,0,119,38.1,1,0,1,0.4,48,Marouane,Fellaini,298
Ander,Herrera,2,3,57,1208,16,213.3,369,224,6,273,80.7,4,0,3,0.8,50,Ander,Herrera,299
Jesse,Lingard,4,3,70,1278,18,238.4,272,323,5,236,83.2,3,0,2,3.2,67,Jesse,Lingard,300
Anthony,Martial,9,3,102,1269,18,421.3,460.6,570,12,327,145,4,0,2,4.3,72,Anthony,Martial,301
Paul,Pogba,11,10,151,2107,25,597.3,902.4,1013,16,530,251.6,8,0,3,45.4,89,Paul,Pogba,302
Scott,McTominay,0,0,15,448,9,12.9,67.6,41,0,70,12.1,1,0,0,0.8,42,Scott,McTominay,303
Frederico,Rodrigues de Paula Santos,1,0,24,652,11,152.2,129.2,66,3,106,34.8,1,0,2,1.2,54,Frederico,Rodrigues de Paula Santos,304
Marcus,Rashford,9,7,106,1616,20,358.8,543.6,766,13,359,166.6,6,1,3,31.6,77,Marcus,Rashford,305
Romelu,Lukaku,10,1,92,1602,27,239.8,442.4,810,11,310,149.4,4,0,3,3.9,107,Romelu,Lukaku,306
Robert,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,43,Robert,Elliot,307
Karl,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,Karl,Darlow,308
Martin,Dubravka,0,0,105,2520,34,0,641.4,0,8,507,64.1,9,0,0,0.9,50,Martin,Dubravka,309
DeAndre,Yedlin,1,1,55,2112,34,365,394.2,89,1,290,85,5,1,6,1.3,45,DeAndre,Yedlin,310
Ciaran,Clark,3,0,42,857,15,25,293.2,105,4,194,42.6,2,0,1,0.2,45,Ciaran,Clark,311
Jamaal,Lascelles,0,1,76,2070,25,45.2,495.4,90,7,413,63.3,8,0,3,3.9,46,Jamaal,Lascelles,312
Paul,Dummett,0,0,46,1271,17,75.5,266.2,31,3,244,37.3,5,0,0,0.1,44,Paul,Dummett,313
Florian,Lejeune,0,0,25,630,5,24.8,133.6,34,0,136,19.2,3,0,0,0.1,44,Florian,Lejeune,314
Javier,Manquillo,0,2,39,648,9,83.9,149.6,7,5,155,24.2,3,0,1,0.3,43,Javier,Manquillo,315
Chancel,Mbemba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,Chancel,Mbemba,316
Matt,Ritchie,1,4,71,2062,27,678.7,432,296,4,321,140.6,8,0,8,0.6,58,Matt,Ritchie,317
Jonjo,Shelvey,0,1,24,748,12,286.5,162.4,118,0,116,56.7,3,0,0,0.3,53,Jonjo,Shelvey,318
Mohamed,Diamé,0,0,46,1835,28,70.7,254.4,146,0,171,47.3,6,0,3,0.1,48,Mohamed,Diamé,319
Christian,Atsu,0,0,35,1178,13,210.6,161.8,233,0,110,60.5,5,0,2,0.1,51,Christian,Atsu,320
Jacob,Murphy,0,1,16,296,8,31.1,53.6,22,0,50,10.7,1,0,0,0,47,Jacob,Murphy,321
Mikel,Merino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Mikel,Merino,322
Isaac,Hayden,1,3,46,1028,12,171.1,266,125,4,197,56.2,5,1,0,2.1,44,Isaac,Hayden,323
Sung-yueng,Ki,0,1,25,844,12,212.5,123.8,25,1,139,36.1,2,0,1,0.1,47,Sung-yueng,Ki,324
Dwight,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,60,Dwight,Gayle,325
Ayoze,Pérez,4,1,76,2107,24,420.3,425,521,7,280,136.6,9,0,1,1.1,61,Ayoze,Pérez,326
Jose Luis,Mato Sanmartín,2,0,30,586,15,35.9,121.4,290,3,89,44.6,1,0,1,2.2,47,Jose Luis,Mato Sanmartín,327
Alex,McCarthy,0,0,73,2250,44,0,585.2,0,6,414,58.6,4,0,1,2.6,44,Alex,McCarthy,328
Fraser,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,42,Fraser,Forster,329
Ryan,Bertrand,1,0,40,1260,23,277.1,221.4,92,1,202,58.9,5,0,5,1.9,48,Ryan,Bertrand,330
Maya,Yoshida,0,0,24,889,17,34.7,201.8,74,2,168,31.1,2,0,0,0.6,41,Maya,Yoshida,331
Cédric,Soares,1,2,52,1493,31,226.5,309,103,7,273,63.9,4,0,4,2.4,42,Cédric,Soares,332
Jack,Stephens,1,0,40,1272,25,62.8,314.8,139,4,227,51.7,3,0,3,0.4,42,Jack,Stephens,333
Sam,McQueen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,40,Sam,McQueen,334
Jan,Bednarek,0,1,31,1250,18,73.1,395.2,12,2,216,48.3,2,0,5,7,40,Jan,Bednarek,335
Wesley,Hoedt,0,0,29,1170,24,20,283.6,41,3,206,34.7,4,0,2,0.2,42,Wesley,Hoedt,336
Steven,Davis,0,1,9,97,4,41.6,38.8,2,2,39,8.2,0,0,0,0,46,Steven,Davis,337
James,Ward-Prowse,4,0,55,1107,23,468.6,367.8,257,9,237,109.3,2,0,2,2.1,51,James,Ward-Prowse,338
Oriol,Romeu Vidal,1,0,42,1489,25,101.7,345.2,94,3,205,54.2,4,0,6,1.7,42,Oriol,Romeu Vidal,339
Pierre-Emile,Højbjerg,3,1,55,1860,40,318.9,421.4,315,4,308,106,3,2,6,2.5,44,Pierre-Emile,Højbjerg,340
Sofiane,Boufal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,Sofiane,Boufal,341
Joshua,Sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Joshua,Sims,342
Nathan,Redmond,3,3,91,2419,40,575.9,414,558,6,289,154.4,8,0,2,2.6,53,Nathan,Redmond,343
Mario,Lemina,0,2,40,1477,32,169.8,257.4,172,1,223,60,4,0,5,0.2,47,Mario,Lemina,344
Stuart,Armstrong,3,0,49,1109,21,299.5,237.4,319,2,180,85.5,3,0,2,0.3,51,Stuart,Armstrong,345
Mohamed,Elyounoussi,0,0,26,695,7,221.2,80.6,208,0,82,50.9,4,0,0,0.1,60,Mohamed,Elyounoussi,346
Shane,Long,1,2,37,830,16,118.2,110.8,248,3,90,47.7,1,0,2,2.5,48,Shane,Long,347
Charlie,Austin,2,1,37,840,13,102.2,136.8,364,1,100,60,5,0,1,0.4,55,Charlie,Austin,348
Manolo,Gabbiadini,1,0,23,468,12,72.7,74.4,167,3,56,30.8,0,0,0,0.1,56,Manolo,Gabbiadini,349
Guido,Carrillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,Guido,Carrillo,350
Hugo,Lloris,0,0,105,2160,24,0,620.6,0,7,506,62.1,9,0,0,5.5,55,Hugo,Lloris,351
Michel,Vorm,0,0,5,180,4,0,66.8,0,1,36,6.6,0,0,0,0.1,47,Michel,Vorm,352
Toby,Alderweireld,0,0,87,2259,24,88.7,550.2,175,5,520,81.2,10,0,2,3.9,60,Toby,Alderweireld,353
Danny,Rose,0,4,65,1181,9,264.9,236.2,187,5,250,68.8,6,0,4,1,58,Danny,Rose,354
Jan,Vertonghen,1,0,44,1287,17,84.6,328.4,90,6,263,50.1,3,1,1,4.1,59,Jan,Vertonghen,355
Ben,Davies,0,0,44,1355,20,218.4,284.6,93,4,250,59.8,4,0,2,1.6,56,Ben,Davies,356
Kieran,Trippier,1,5,95,1825,19,649.4,480.2,112,10,463,124.2,8,0,2,17.9,62,Kieran,Trippier,357
Kyle,Walker-Peters,0,3,20,104,0,35.6,63.2,9,3,60,10.7,1,0,0,0.8,42,Kyle,Walker-Peters,358
Davinson,Sánchez,1,2,61,1333,15,23.9,322.6,128,4,304,47.6,5,0,2,1.7,58,Davinson,Sánchez,359
Serge,Aurier,0,2,24,562,9,108.4,151.6,45,0,116,30.5,2,0,1,0.5,58,Serge,Aurier,360
Eric,Dier,2,0,41,1129,12,115.8,240.8,74,1,195,43.2,5,0,3,1,47,Eric,Dier,361
Mousa,Dembélé,0,0,14,512,6,17.5,51,1,0,74,7.1,1,0,1,0.7,49,Mousa,Dembélé,362
Erik,Lamela,4,2,58,858,10,297.9,254.6,434,4,200,98.5,4,0,1,0.4,60,Erik,Lamela,363
Christian,Eriksen,5,9,111,1870,27,727.3,593,452,11,468,177.5,5,0,2,6.3,94,Christian,Eriksen,364
Bamidele,Alli,5,2,73,1193,14,254.3,362,503,8,257,112,6,0,2,2.3,88,Bamidele,Alli,365
Victor,Wanyama,0,0,7,157,0,7.3,23,21,0,28,5.1,1,0,0,0,49,Victor,Wanyama,366
Heung-Min,Son,11,7,136,1511,16,366.9,593,753,15,428,171.2,8,0,2,24.2,89,Heung-Min,Son,367
Harry,Winks,1,0,52,1568,17,167.4,265.4,71,3,271,50.3,6,0,4,0.3,55,Harry,Winks,368
Moussa,Sissoko,0,2,58,1725,21,290.5,251.6,136,3,303,67.7,8,0,0,0.3,49,Moussa,Sissoko,369
Lucas,Rodrigues Moura da Silva,6,2,88,1451,13,289.1,354.6,419,5,222,105.9,10,0,2,5.5,68,Lucas,Rodrigues Moura da Silva,370
Fernando,Llorente,1,3,28,373,5,120.6,105.6,199,3,69,42.4,0,0,1,1.4,55,Fernando,Llorente,371
Harry,Kane,15,6,141,2063,26,384.2,738.8,1130,21,509,225.3,8,0,5,13.7,124,Harry,Kane,372
Heurelho,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,43,Heurelho,Gomes,373
Pontus,Dahlberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Pontus,Dahlberg,374
Younes,Kaboul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,42,Younes,Kaboul,375
Craig,Cathcart,3,0,81,2421,40,22,593.8,241,5,435,85.9,6,0,2,2.5,46,Craig,Cathcart,376
Sebastian,Prödl,0,0,1,13,0,0,0,0,0,2,0,0,0,0,0.1,42,Sebastian,Prödl,377
José,Holebas,3,7,93,1985,30,503.3,570.2,127,10,406,120.3,5,0,10,10.8,48,José,Holebas,378
Miguel,Britos,0,0,1,13,0,0,1.2,0,0,3,0.1,0,0,0,0,43,Miguel,Britos,379
Christian,Kabasele,0,0,29,1131,18,12.6,248.8,169,1,150,43,3,1,1,0.3,44,Christian,Kabasele,380
Daryl,Janmaat,0,1,37,1061,15,152.1,249.8,60,4,200,46.3,3,0,2,0.3,49,Daryl,Janmaat,381
Adrian,Mariappa,0,0,50,1462,23,26.6,308.6,58,2,286,39.3,5,0,1,0.7,42,Adrian,Mariappa,382
Francisco,Femenía Far,0,1,50,1390,24,176.4,291.2,29,6,299,49.6,4,0,1,0.8,42,Francisco,Femenía Far,383
Marvin,Zeegelaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,Marvin,Zeegelaar,384
Marc,Navarro,0,0,1,83,2,5.3,15,2,0,8,2.2,0,0,0,0,42,Marc,Navarro,385
Adam,Masina,0,1,20,534,10,59.7,133,16,1,119,20.9,2,0,3,0.1,43,Adam,Masina,386
Nathaniel,Chalobah,0,0,7,192,4,14.9,25.2,31,0,26,7.2,0,0,2,0.1,44,Nathaniel,Chalobah,387
Tom,Cleverley,1,0,22,356,3,30.6,90.8,38,2,78,16,3,0,1,0,50,Tom,Cleverley,388
Etienne,Capoue,1,3,67,2147,32,173.6,500.8,129,8,362,80.4,8,1,8,0.5,48,Etienne,Capoue,389
Abdoulaye,Doucouré,3,6,91,2161,37,380,529.8,455,10,398,136.5,5,0,3,1.3,59,Abdoulaye,Doucouré,390
Roberto,Pereyra,6,4,109,2232,39,335.2,370.4,573,13,357,128.2,6,0,3,10,61,Roberto,Pereyra,391
Will,Hughes,1,3,59,1674,27,277.7,286.6,244,2,198,80.8,6,0,3,0.5,49,Will,Hughes,392
Richarlison,de Andrade,10,2,117,2029,33,221.9,525.4,852,11,289,158.8,7,1,3,19.7,66,Richarlison,de Andrade,393
Gerard,Deulofeu,6,4,91,1452,18,319.7,349,440,7,243,110.5,7,0,2,3.3,56,Gerard,Deulofeu,394
Andre,Gray,4,0,45,800,13,115.9,171,374,4,121,65.3,3,0,1,0.5,59,Andre,Gray,395
Troy,Deeney,7,3,90,2066,32,420.4,471.6,782,9,321,167.1,5,0,3,4.6,59,Troy,Deeney,396
Stefano,Okaka,0,0,1,22,1,24.7,3.2,26,0,-1,5.2,0,0,1,0.1,50,Stefano,Okaka,397
Jerome,Sinclair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,44,Jerome,Sinclair,398
Adrián,San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,43,Adrián,San Miguel del Castillo,399
Lukasz,Fabianski,0,0,107,2520,41,10,832.6,0,13,541,84.1,4,0,0,16.8,47,Lukasz,Fabianski,400
Winston,Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Winston,Reid,401
Aaron,Cresswell,0,0,26,1195,17,202.3,229.8,57,0,184,49,1,0,1,0.6,50,Aaron,Cresswell,402
Angelo,Ogbonna,0,1,29,1236,23,39,260.8,105,1,190,40.4,1,0,1,0.5,42,Angelo,Ogbonna,403
Sam,Byram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Sam,Byram,404
Pablo,Zabaleta,0,1,49,1680,26,126.4,369,78,4,301,57.5,4,0,4,2,43,Pablo,Zabaleta,405
Declan,Rice,1,0,64,2205,33,134.5,425.8,158,5,418,71.7,4,0,2,2.5,45,Declan,Rice,406
Reece,Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,42,Reece,Oxford,407
Ryan,Fredericks,0,0,8,595,11,46.1,118,29,0,57,19.5,0,0,3,0.2,45,Ryan,Fredericks,408
Issa,Diop,1,0,61,2340,35,48.8,519.6,138,2,412,70.7,4,0,3,1.1,43,Issa,Diop,409
Arthur,Masuaku,0,1,34,1251,24,104,310,35,0,217,45,2,0,1,1.8,43,Arthur,Masuaku,410
Mark,Noble,1,3,52,1602,22,219.9,266,105,2,245,59,4,1,5,0.4,48,Mark,Noble,411
Cheikhou,Kouyaté,0,2,51,1452,23,171.2,233.4,171,0,182,57.3,8,0,2,0.2,47,Cheikhou,Kouyaté,412
Pedro,Obiang,0,1,32,920,17,77.2,152.8,101,1,139,33.1,1,0,0,0.8,43,Pedro,Obiang,413
Manuel,Lanzini,0,0,1,59,1,12.8,4.4,26,0,7,4.3,0,0,1,0.1,64,Manuel,Lanzini,414
Michail,Antonio,4,5,83,1594,24,268.4,348,582,4,223,119.4,5,0,3,1.5,68,Michail,Antonio,415
Edimilson,Fernandes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,Edimilson,Fernandes,416
Marko,Arnautovic,7,4,83,1364,24,347,396.6,654,12,294,139.1,2,0,3,6.9,68,Marko,Arnautovic,417
Andy,Carroll,0,0,12,454,7,51.4,41.8,169,0,10,25.8,0,0,2,0.1,54,Andy,Carroll,418
Javier,Hernández Balcázar,5,3,64,960,15,92.1,225.6,433,7,202,74.5,5,0,1,1.5,61,Javier,Hernández Balcázar,419
Jordan,Hugill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Jordan,Hugill,420
John,Ruddy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,42,John,Ruddy,421
Will,Norris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,Will,Norris,422
Willy,Boly,3,0,84,2268,32,66,690.4,200,8,440,95.2,5,1,1,4.3,46,Willy,Boly,423
Barry,Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Barry,Douglas,424
Matt,Doherty,3,6,110,2396,33,422.9,592.6,547,9,452,156,6,0,3,26.3,55,Matt,Doherty,425
Romain,Saïss,2,0,37,776,11,44.2,241.4,124,4,167,40.8,2,0,5,0.5,42,Romain,Saïss,426
Ryan,Bennett,1,0,67,2430,33,122.2,448,128,1,363,69.9,6,0,9,11.8,42,Ryan,Bennett,427
Danny,Batth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,40,Danny,Batth,428
Roderick Jefferson,Gonçalves Miranda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Roderick Jefferson,Gonçalves Miranda,429
Conor,Coady,0,0,66,2520,35,22.9,435,0,5,435,45.6,6,0,5,0.7,45,Conor,Coady,430
Rúben Gonçalo,Silva Nascimento Vinagre,0,0,13,508,8,78.9,88,21,0,76,18.8,0,0,1,0.1,43,Rúben Gonçalo,Silva Nascimento Vinagre,431
Diogo,Jota,5,5,84,1540,20,291.1,320.2,535,6,242,114.7,6,0,7,3.7,61,Diogo,Jota,432
Rúben Diogo,da Silva Neves,3,2,74,2225,33,313.7,522.6,323,4,357,116,6,0,7,11.1,49,Rúben Diogo,da Silva Neves,433
Ivan,Cavaleiro,3,1,43,572,9,299.1,192,148,3,149,63.2,1,0,1,0.1,52,Ivan,Cavaleiro,434
Hélder,Costa,1,2,50,1312,18,262.5,162.2,278,0,135,70.5,5,0,3,0.4,47,Hélder,Costa,435
Bright,Enobakhare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Bright,Enobakhare,436
Raúl,Jiménez,10,7,133,2286,31,497.9,603.6,1067,22,450,216.6,8,0,3,35.8,69,Raúl,Jiménez,437
Bonatini Lohner Maia,Bonatini,0,1,10,130,0,30.9,24.6,90,0,19,13.6,0,0,0,0.4,46,Bonatini Lohner Maia,Bonatini,438
Jason,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,40,Jason,Steele,439
Bernardo,Fernandes da Silva Junior,0,1,22,904,13,89.1,224.8,35,0,146,35,1,0,2,0.1,42,Bernardo,Fernandes da Silva Junior,440
Joel,Ward,1,0,11,281,7,15.4,98,41,0,40,15.5,0,0,0,0.2,43,Joel,Ward,441
Jaroslaw,Jach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Jaroslaw,Jach,442
Pape,Souaré,0,0,1,1,0,0.1,1,0,0,3,0.1,0,0,0,0.1,42,Pape,Souaré,443
Connor,Wickham,0,1,8,60,1,41.9,23.2,53,0,20,11.8,0,0,0,0.1,49,Connor,Wickham,444
Ben,Foster,0,0,106,2520,40,50,711,1,11,539,76.3,7,0,1,6.4,46,Ben,Foster,445
Ken,Sema,1,2,34,653,8,80.2,116.4,140,1,87,33.4,3,0,1,0.2,46,Ken,Sema,446
Jack,Wilshere,0,1,11,338,9,44.8,64.4,11,0,67,12,1,0,2,0.9,48,Jack,Wilshere,447
Morgan,Gibbs-White,0,1,26,473,10,105,51.4,48,0,77,20.2,2,0,1,0.6,43,Morgan,Gibbs-White,448
Rafa,Mir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,Rafa,Mir,449
