assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,errors_leading_to_goal,errors_leading_to_goal_attempt,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,id,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,33,0,33242,0,0,0,0,2,0,0,-43,77,120,50,TRUE,0,0,Matthew,Lowton,0,0,24,1298,33,104,240.2,28,0,204,37.3,3,0,5,0.2,46,69,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,33,0,1614628,0,0,0,0,2,0,0,-54077,4513,58590,64,TRUE,0,0,Ben,Mee,0,2,72,2970,60,98.8,749.2,206,5,497,105.5,7,0,9,1.7,46,70,,,,,
0,18,0,0,0,21,1,6,14,0.3,0,0,0,1,0,0,2.5,16.4,0,0,0,90,0,0,19,0,0,0,0,3,0,33,0,937140,0,0,0,0,2,8,6,7055,23189,16134,60,TRUE,0,0,Stephen,Ward,0,0,7,228,6,17.2,48.4,19,0,44,8.5,1,0,1,0.5,47,71,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,33,0,78163,0,0,0,0,2,0,0,-149,4,153,55,TRUE,0,0,James,Tarkowski,3,2,89,2636,55,57.6,869,373,7,455,130.2,6,0,5,4.4,47,72,,,,,
0,64,0,0,2,29,1,6,58,1.3,0,0,0,0,0,0,2.3,21.8,0,0,0,90,0,0,19,0,0,0,0,8,0,33,0,233192,0,0,0,0,2,0,8,-1396,2895,4291,59,TRUE,0,0,Kevin,Long,0,1,16,513,9,11.6,147.8,8,0,101,16.8,1,0,0,0.3,41,73,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,33,0,24417,0,0,0,0,2,0,0,214,347,133,50,TRUE,0,0,Charlie,Taylor,0,1,71,2790,56,240.3,569.2,29,2,444,84,6,0,2,0.4,44,74,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,33,0,8376,0,0,0,0,2,0,0,-13,49,62,50,TRUE,0,0,Phil,Bardsley,0,0,33,1670,27,139.6,267.8,66,0,224,47.4,4,0,9,0.2,42,75,,,,,
0,31,0,0,1,27,1,3,28,3.3,0,0,0,0,0,0,2.7,15,0,0,0,90,0,0,19,0,0,0,0,3,0,33,0,12885,2,2,1,0,2,9,7,469,1034,565,52,TRUE,0,0,Johann Berg,Gudmundsson,3,6,85,1635,36,546.4,414.2,364,6,314,132.6,5,0,2,1.1,55,76,,,,,
0,47,0,0,3,58,1,0,44,66.4,8,0,0,0,0,2,22.7,91.8,5,0,0,90,1,1,19,0,0,0,0,7,0,33,0,2165196,7,0,1,0,2,69,16,178476,198671,20195,111,TRUE,1,0,Steven,Defour,0,0,10,449,14,36.6,61.4,0,0,70,9.9,0,0,0,0,53,77,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,33,0,21432,0,0,0,0,2,0,0,-40,0,40,62,TRUE,0,0,Jeff,Hendrick,1,2,58,1712,39,159.4,169.6,241,3,192,57,3,0,4,0.2,52,78,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,33,0,271559,0,0,0,0,2,0,0,13561,16820,3259,71,TRUE,0,0,Robbie,Brady,0,1,17,627,14,174.9,91.4,81,0,64,34.8,1,1,3,0,54,79,,,,,
0,7,0,0,0,3,0,0,4,3.1,0,0,0,0,0,0,0.8,0.4,0,0,0,5,0,0,19,0,0,0,0,1,0,33,0,269430,0,0,0,0,2,4,1,-27867,2086,29953,64,TRUE,0,0,Ashley,Westwood,2,8,101,2371,47,576.7,559,217,10,467,135.7,6,0,4,3.2,46,80,,,,,
0,54,0,0,0,11,1,1,46,17.1,0,0,0,3,0,0,3.4,9.6,1,0,0,90,0,0,19,0,0,0,0,10,0,33,0,1194461,1,1,1,0,2,7,3,-11406,10414,21820,50,TRUE,0,0,Jonathan,Walters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,81,,,,,
1,17,1,1,0,12,0,0,13,22.5,0,0,0,0,0,0,5,18.2,2,0,0,20,0,0,19,0,0,0,0,1,0,33,0,94496,1,0,1,0,2,9,4,395,2142,1747,51,TRUE,0,0,Jack,Cork,1,2,77,2862,55,276.9,436.4,212,0,392,92.7,7,0,5,0.5,46,82,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,33,0,7002,0,0,0,0,2,0,0,2,27,25,46,TRUE,0,0,Aaron,Lennon,1,1,41,1214,22,121.2,151.6,108,2,133,38,3,0,1,0.3,49,83,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,33,0,4295,0,0,0,0,2,0,0,-4,2,6,49,TRUE,0,0,Sam,Vokes,3,0,48,907,20,108.6,152,292,7,130,54.3,2,0,0,0.6,53,84,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,33,0,2874,0,0,0,0,2,0,0,-14,18,32,44,TRUE,0,0,Ashley,Barnes,10,3,103,1947,33,281.8,472.6,883,10,332,163.2,6,0,6,2.9,57,85,,,,,
0,32,1,0,0,18,1,1,28,23.8,6,0,0,0,0,0,8.7,18.6,2,0,0,84,1,0,19,0,0,0,0,3,0,33,0,192479,3,0,0,0,2,45,3,25655,28975,3320,42,TRUE,0,0,Nahki,Wells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,45,86,,,,,
1,42,0,1,0,24,1,2,35,25.3,5,0,0,0,0,0,8.1,35.6,2,0,0,69,0,0,19,0,0,0,0,3,0,33,0,36610,2,1,1,0,2,20,6,8853,9772,919,52,TRUE,0,0,Chris,Wood,8,2,107,2163,42,247.8,377.6,745,14,301,135.5,6,0,2,1,62,87,,,,,
0,3,0,0,0,3,0,0,2,1.1,0,0,0,0,0,0,2.2,4.2,0,0,0,14,0,0,19,0,0,0,0,1,0,33,0,127196,0,0,0,0,2,17,1,6250,7495,1245,77,TRUE,0,0,Neil,Etheridge,0,0,128,2880,61,10,924.4,0,16,640,93.3,8,0,2,11,47,88,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,33,0,83811,0,0,0,0,2,0,0,-263,9,272,84,TRUE,0,0,Alex,Smithies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,42,89,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,33,0,167473,0,0,0,1,0,0,0,-2660,935,3595,45,FALSE,0,0,Sean,Morrison,0,4,72,2499,55,206.6,516,446,2,395,117,7,0,5,0.4,47,90,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,33,0,664964,0,0,0,1,0,0,0,-6050,1610,7660,39,FALSE,0,0,Sol,Bamba,4,1,95,2475,52,51.4,787,304,11,459,114.2,7,0,7,2,45,91,,,,,
0,29,0,0,3,32,1,4,16,0,0,0,1,0,0,0,3.2,32.2,0,0,0,90,0,0,15,0,0,0,0,9,0,33,5,116285,0,0,0,1,0,0,10,10919,12935,2016,42,FALSE,0,0,Bruno,Ecuele Manga,0,1,78,2835,59,104.2,570,124,2,474,80.1,8,0,0,0.4,44,92,,,,,
0,42,0,0,0,26,1,4,36,0.4,0,0,0,1,0,0,1.6,13.4,0,0,0,72,0,0,15,0,0,0,0,3,0,33,0,225580,0,1,0,1,0,2,6,3571,6678,3107,43,FALSE,0,0,Matthew,Connolly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,38,93,,,,,
0,1,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0.6,6,0,0,0,17,0,0,15,0,0,0,0,0,0,33,0,1394,0,0,0,1,0,0,1,99,141,42,44,FALSE,0,0,Joe,Bennett,0,1,62,2099,42,215.8,359.4,62,4,343,63.7,7,0,3,0.4,44,94,,,,,
0,29,0,0,0,24,1,9,20,0.1,0,0,0,1,0,0,2.4,21.8,0,0,0,90,0,0,15,0,0,0,0,0,0,33,0,293710,0,3,0,1,0,2,5,-1109,2051,3160,39,FALSE,0,1,Lee,Peltier,0,0,27,1002,18,25.8,178.8,13,1,145,21.8,3,0,3,4.1,39,95,,,,,
0,29,0,0,0,16,1,4,21,1.7,0,0,0,2,0,0,1.9,5.6,0,0,0,90,0,0,15,0,0,0,0,4,0,33,0,309336,3,1,2,1,0,12,6,433,7945,7512,45,FALSE,0,0,Ashley Darel Jazz,Richards,0,0,1,97,4,1.5,12.2,0,0,11,1.5,0,0,0,0.5,39,96,,,,,
0,47,0,0,0,23,1,5,40,2.9,0,0,0,0,0,0,1.6,12.8,0,0,0,90,1,0,15,0,0,0,0,2,0,33,0,359510,0,0,0,1,0,0,6,30977,35175,4198,55,FALSE,0,0,Greg,Halford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,97,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,33,0,82710,0,0,0,1,0,0,0,-2201,46,2247,49,FALSE,0,0,Joe,Ralls,0,0,40,1786,39,440.4,245,182,0,201,86.5,4,1,4,0.1,46,98,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,33,0,2954,0,0,0,1,0,0,0,1,24,23,43,FALSE,0,0,David Junior,Hoilett,3,1,68,1780,42,254.2,235.2,336,4,189,81.9,5,0,4,0.1,50,99,,,,,
0,33,0,0,1,29,1,9,25,6.3,1,0,0,1,0,0,3.3,24.6,0,0,0,90,0,1,15,0,0,0,0,6,0,33,0,1628808,2,2,0,1,0,2,7,18142,28895,10753,45,FALSE,0,0,Nathaniel,Mendez-Laing,1,0,27,533,11,100.8,125.6,144,1,105,37.2,2,0,0,0,48,100,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,72706,0,0,0,4,1,0,0,-3054,268,3322,42,TRUE,0,0,Callum,Paterson,4,2,80,1993,41,311.9,266.8,541,4,227,111.7,5,0,4,0.4,49,101,,,,,
0,47,0,0,0,5,1,2,37,1.2,0,0,0,3,0,0,1.4,10.8,0,0,0,90,1,0,15,0,0,0,0,2,0,33,0,193021,0,0,0,1,0,2,3,-1799,5430,7229,48,FALSE,0,0,Aron,Gunnarsson,1,1,56,1799,32,170.3,325.2,184,3,242,67.9,6,0,4,0.7,44,102,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,33,0,1286,0,0,0,1,0,0,0,46,80,34,49,FALSE,0,0,Anthony,Pilkington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,103,,,,,
0,26,0,0,0,9,1,4,21,2.8,0,0,0,0,0,0,1.8,15.4,0,0,0,84,0,0,15,0,0,0,0,7,0,33,0,243731,3,1,0,1,0,0,3,905,9095,8190,58,FALSE,0,0,Loïc,Damour,0,0,2,21,2,1,0.6,8,0,6,0.9,0,0,0,0.1,43,104,,,,,
0,53,0,0,2,30,1,3,45,9.9,0,0,0,2,0,1,7,43.4,0,0,0,90,0,0,15,0,0,0,0,3,0,33,0,605522,1,0,0,1,0,17,10,62517,71300,8783,64,FALSE,1,0,Danny,Ward,1,0,19,331,11,56.7,60.2,69,0,58,18.3,0,0,0,0.2,43,105,,,,,
1,28,0,0,0,13,1,0,22,35,3,0,0,1,0,0,6.2,14.6,2,0,0,90,1,2,15,0,0,0,0,1,0,33,0,835707,7,0,0,1,0,12,5,37131,45751,8620,69,FALSE,0,0,Josh,Murphy,3,1,66,1544,27,199,243.4,484,3,158,91.9,6,0,1,0.2,48,106,,,,,
0,12,0,0,0,-2,0,0,7,2.8,0,0,0,2,0,0,0.6,1.4,0,0,0,25,0,0,15,0,0,0,0,2,0,33,0,27701,0,0,0,1,0,2,0,60,237,177,63,FALSE,0,1,Kenneth,Zohore,1,1,26,533,16,109.9,85.2,239,2,69,43.4,1,0,1,0.6,46,107,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,33,0,8704,0,0,0,1,0,0,0,-44,9,53,48,FALSE,0,0,Omar,Bogle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,108,,,,,
0,30,0,0,1,23,1,1,14,0,0,0,1,0,0,0,1.6,15.8,0,0,0,90,0,0,1,0,0,0,0,7,0,33,2,815452,0,0,0,0,1,0,7,14725,20563,5838,49,TRUE,0,0,Gary,Madine,0,0,5,32,3,1.5,2,8,0,13,1,0,0,0,0.9,44,109,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,219947,0,0,0,0,1,0,0,-1090,973,2063,39,TRUE,0,0,Bobby,Reid,4,3,68,1221,26,176.8,246.4,305,7,226,72.4,3,0,0,1,52,110,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,33729,0,0,0,0,1,0,0,-31,38,69,50,TRUE,0,0,Thibaut,Courtois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,55,111,,,,,
0,33,0,0,0,21,1,2,26,6.1,0,0,0,0,0,0,1.7,8.8,0,0,0,90,1,1,1,0,0,0,0,3,0,33,0,84251,1,0,0,0,1,2,6,6810,8014,1204,52,TRUE,0,0,Willy,Caballero,0,0,6,90,0,0,3.6,0,0,19,0.4,1,0,0,0.1,47,112,,,,,
0,35,0,0,3,37,1,2,27,10.5,0,0,0,0,0,1,8.5,39.8,1,0,0,90,0,0,1,0,0,0,0,2,0,33,0,26159,0,0,0,0,1,35,15,13,70,57,43,TRUE,1,0,César,Azpilicueta,1,5,140,2952,34,485.7,687.6,228,11,721,140.7,14,0,3,10.5,64,113,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,2924,0,0,0,0,1,0,0,-4,0,4,45,TRUE,0,0,Gary,Cahill,0,0,1,21,0,0,2.8,0,0,3,0.3,0,0,0,0.5,50,114,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,5923,0,0,0,0,1,0,0,-23,1,24,43,TRUE,0,0,Marcos,Alonso,1,8,139,2489,27,487.4,533,436,19,617,145.9,12,0,6,25.3,64,115,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,10467,0,0,0,0,1,0,0,-102,82,184,42,TRUE,0,0,David,Luiz Moreira Marinho,2,2,139,2790,31,313.7,722.2,301,16,684,133.6,14,0,3,14.4,60,116,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,265470,0,0,0,0,1,0,0,10296,14497,4201,48,TRUE,0,0,Victor,Moses,0,0,2,26,1,12.7,1.2,6,0,3,2,0,0,0,1.2,55,117,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,2461,0,0,0,0,1,0,0,-4,2,6,45,TRUE,0,0,Antonio,Rüdiger,1,1,110,2768,34,142.8,551.2,266,9,587,96.2,12,0,7,3.7,59,118,,,,,
0,7,0,0,0,3,0,0,5,10.3,0,0,0,0,0,0,3.3,2.8,1,0,0,11,0,0,1,0,0,0,0,1,0,33,0,163553,1,0,0,0,1,20,1,-536,604,1140,59,TRUE,0,0,Andreas,Christensen,0,0,14,360,3,6.4,74.2,2,0,81,8.3,2,0,1,0.4,50,119,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,5767,0,0,0,0,1,0,0,-11,1,12,58,TRUE,0,0,Davide,Zappacosta,0,0,3,35,0,0.8,3.8,21,0,4,2.5,0,0,0,0.1,50,120,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,2785,0,0,0,0,1,0,0,-11,47,58,44,TRUE,0,0,Emerson,Palmieri dos Santos,0,0,20,480,7,65.2,75.6,68,1,102,20.9,2,0,0,0.2,52,121,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,123756,0,0,0,0,1,0,0,-2292,673,2965,42,TRUE,0,0,Eden,Hazard,16,12,215,2537,30,1265,1170,1330,31,786,376.9,11,0,2,32.9,111,122,,,,,
0,43,0,0,0,22,1,5,36,25.7,2,0,0,1,0,0,6.8,20,2,0,0,90,0,0,1,0,0,0,0,9,0,33,0,19286,3,4,1,0,1,22,3,370,614,244,47,TRUE,0,0,Cesc,Fàbregas,0,0,6,175,2,58.5,37,14,0,36,10.9,0,0,1,0.3,62,123,,,,,
0,4,0,0,0,1,0,0,3,0.3,0,0,0,2,0,0,1.7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,33,0,7449,0,0,0,0,1,18,1,-11,47,58,51,TRUE,0,0,Willian,Borges Da Silva,3,7,102,1850,22,1060.4,521.6,707,6,444,229,10,0,1,4.2,71,124,,,,,
0,4,0,0,0,0,0,1,4,0.8,0,0,0,0,0,0,0.4,1.2,0,0,0,2,2,0,1,0,0,0,0,1,0,33,0,6001,1,0,0,0,1,2,1,-130,18,148,50,TRUE,0,0,Pedro,Rodríguez Ledesma,8,1,102,1533,19,416.1,468.8,634,12,397,151.7,5,0,1,4.2,63,125,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,439,0,0,0,0,1,0,0,2,2,0,60,TRUE,0,0,N'Golo,Kanté,3,4,105,2858,33,715.9,604,338,3,506,166,14,0,3,18.9,50,126,,,,,
0,24,0,1,0,9,1,1,21,55,1,0,0,2,0,0,13.8,14.8,4,0,0,90,0,0,1,0,0,0,0,6,0,33,0,497129,1,2,2,0,1,68,3,66292,75993,9701,73,TRUE,0,0,Ross,Barkley,3,5,75,1141,13,332.9,308,399,5,283,103.7,6,0,1,1.5,51,127,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,495,0,0,0,0,1,0,0,-1,0,1,50,TRUE,0,0,Daniel,Drinkwater,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,46,128,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,3004,0,0,0,0,1,0,0,-18,10,28,43,TRUE,0,0,Tiemoué,Bakayoko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,129,,,,,
1,20,0,0,0,14,1,3,13,12,1,0,0,1,0,0,7.1,16,1,0,0,90,0,0,1,0,0,0,0,1,0,33,0,119850,3,0,0,0,1,43,5,6012,10931,4919,54,TRUE,0,0,Ethan,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,130,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,93386,0,0,0,0,1,0,0,-79,243,322,64,TRUE,0,0,Callum,Hudson-Odoi,0,1,16,293,1,123.6,77.4,123,1,74,32.1,2,0,0,3.1,42,131,,,,,
0,26,0,0,0,20,0,1,11,0,0,0,0,0,4,0,3.5,35.2,0,0,0,90,0,0,11,0,0,0,0,6,0,33,6,376596,0,0,0,4,1,0,2,2608,7485,4877,39,TRUE,0,0,Ruben,Loftus-Cheek,5,2,62,632,5,172.9,312.8,257,5,215,74.3,3,0,0,0.6,52,132,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,112786,0,0,0,4,1,0,0,-1182,1568,2750,44,TRUE,0,0,Olivier,Giroud,2,4,52,798,5,241.8,182.2,469,2,167,88.2,6,0,1,2,77,133,,,,,
0,33,0,0,0,16,0,10,28,0.3,0,0,0,0,4,0,3,27.2,0,0,0,90,0,0,11,0,0,0,0,3,0,33,0,150226,0,0,0,4,1,2,0,-1111,1876,2987,42,TRUE,0,0,Álvaro,Morata,5,0,46,936,11,130.2,219.8,523,3,119,86.3,6,0,3,1.3,84,134,,,,,
0,30,0,0,0,10,0,1,21,31.6,2,0,0,1,4,0,6.5,11.8,2,0,0,90,0,0,11,0,0,0,0,2,0,33,0,6368,1,0,0,4,1,22,0,7,79,72,44,TRUE,0,0,Wayne,Hennessey,0,0,67,1575,26,0,358.8,0,6,311,35.9,5,0,0,2.6,44,135,,,,,
0,38,0,0,0,8,0,3,30,2.3,0,0,0,2,4,0,1.1,8.4,0,0,0,90,0,0,11,0,0,0,0,3,0,33,0,3154,0,0,0,4,1,0,0,3,12,9,44,TRUE,0,0,Julian,Speroni,0,0,1,90,4,0,31.4,0,0,16,3.1,0,0,0,10.5,39,136,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,166746,0,0,0,4,1,0,0,-2272,192,2464,44,TRUE,0,0,Vicente,Guaita,0,0,64,1304,13,0,295,0,7,280,29.5,6,0,2,1.8,42,137,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,70360,0,0,0,4,1,0,0,-217,5,222,40,TRUE,0,0,James,Tomkins,1,1,86,2561,37,83,560.8,276,0,504,92.3,10,0,6,3.5,43,138,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,4056,0,0,0,4,1,0,0,-6,37,43,43,TRUE,0,0,Scott,Dann,0,0,11,301,3,1.3,73,2,0,58,7.7,1,0,1,0,44,139,,,,,
0,38,0,0,0,5,0,3,29,4.3,0,0,0,1,4,0,0.9,4.4,0,0,0,90,0,0,11,0,1,0,0,3,0,33,0,13764,0,1,0,4,1,0,-1,-255,92,347,43,TRUE,0,1,Martin,Kelly,0,0,18,660,11,16.2,164.6,8,1,109,19,2,0,2,4.7,39,140,,,,,
0,43,0,0,1,31,0,0,36,17.8,0,0,0,0,4,1,7.9,44,1,0,0,90,0,0,11,0,0,0,0,4,0,33,0,62554,1,1,0,4,1,17,8,274,547,273,50,TRUE,0,0,Jeffrey,Schlupp,4,3,90,1639,25,240.5,382,428,3,295,105.2,4,0,1,4.8,45,141,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,1484,0,0,0,4,1,0,0,-1,1,2,46,TRUE,0,0,Patrick,van Aanholt,2,2,125,2926,40,501.5,548.4,418,16,562,147,11,0,3,5.6,55,142,,,,,
0,39,0,0,0,7,0,5,34,2.5,0,0,0,2,3,0,1.6,11.4,0,0,0,80,0,0,11,0,0,0,0,11,0,33,0,14315,3,0,0,4,1,2,1,-162,68,230,44,TRUE,0,1,Mamadou,Sakho,0,0,88,2416,35,78.2,540.6,47,13,533,66.6,9,0,2,1.3,49,143,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,80297,0,0,0,4,1,0,0,-3337,186,3523,45,TRUE,0,0,Jairo,Riedewald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,144,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,409,0,0,0,4,1,0,0,1,2,1,50,TRUE,0,0,Aaron,Wan-Bissaka,0,2,104,2684,37,233.2,724.2,133,15,563,109.3,11,1,4,25.5,45,145,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,864,0,0,0,4,1,0,0,19,29,10,45,TRUE,0,0,Jason,Puncheon,0,0,15,392,9,79.9,43.6,39,0,50,16.3,1,0,1,1.1,42,146,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,3004,0,0,0,4,1,0,0,-16,32,48,43,TRUE,0,0,James,McArthur,2,5,98,2613,40,406.2,538.8,375,5,395,132.1,10,0,6,3,48,147,,,,,
0,19,0,0,0,0,0,1,12,2.6,0,0,0,0,2,0,4,2.8,0,0,0,59,0,0,11,0,0,0,0,3,0,33,0,3973,3,0,1,4,1,35,1,-5,88,93,48,TRUE,0,0,Bakary,Sako,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,49,148,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,4519,0,0,0,4,1,0,0,-9,1,10,47,TRUE,0,0,Andros,Townsend,4,4,111,2730,40,833.3,594.8,534,5,416,196.4,11,0,1,3.8,58,149,,,,,
0,7,0,0,0,2,0,0,7,10.5,0,0,0,1,1,0,1.3,2,1,0,0,9,0,0,11,0,0,0,0,1,0,33,0,29209,1,0,0,4,1,0,1,873,2122,1249,42,TRUE,0,0,Luka,Milivojevic,11,1,148,2970,43,707.6,942.6,434,23,635,208.5,11,0,8,9.4,64,150,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,213786,0,0,0,4,1,0,0,-2249,4088,6337,43,TRUE,0,0,Wilfried,Zaha,8,8,116,2591,39,624.7,600.2,1015,12,360,224.1,10,1,7,13.1,69,151,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,22927,0,0,0,4,1,0,0,-471,41,512,51,TRUE,0,0,Christian,Benteke,0,0,17,550,8,90.4,27.2,284,0,17,39,2,0,1,0.4,63,152,,,,,
0,10,0,0,0,0,0,0,8,1.7,0,0,0,2,2,0,6.2,3.2,0,0,0,30,1,0,11,0,0,0,0,1,0,33,0,11446,1,1,1,4,1,57,1,-99,316,415,58,TRUE,0,0,Alexander,Sørloth,0,0,12,173,3,38.3,19.2,59,0,32,11.3,0,0,0,0.1,48,153,,,,,
