first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,first_name,second_name,id
Benjamin,Chilwell,0,4,101,2880,40,595.2,607.2,278,8,497,148.6,8,0,3,3.3,51,Benjamin,Chilwell,219
Harry,Maguire,3,1,76,2236,38,151.8,631.2,444,8,447,122.6,4,1,5,8.4,54,Harry,Maguire,220
Ricardo Domingos,Barbosa Pereira,2,7,124,2763,42,491.6,779.6,375,17,598,164.6,8,0,6,13,54,Ricardo Domingos,Barbosa Pereira,221
Jonny,Evans,1,0,60,1633,23,54.4,362.6,133,1,329,55.1,6,0,2,0.5,48,Jonny,Evans,222
Riyad,Mahrez,6,3,89,1241,8,416.5,395.2,670,11,304,148.1,4,0,0,1.8,82,Riyad,Mahrez,223
Marc,Albrighton,2,2,53,1310,15,370.5,335.2,199,4,246,90.5,3,0,3,0.3,51,Marc,Albrighton,224
Demarai,Gray,4,1,80,1886,27,305.6,315.8,577,3,233,119.4,6,0,2,1,54,Demarai,Gray,225
Daniel,Amartey,0,0,15,639,9,46.7,139,21,0,103,20.8,1,0,2,0.2,43,Daniel,Amartey,226
Wilfred,Ndidi,2,0,82,3005,44,324.1,647.8,319,4,508,129.3,8,0,7,0.8,49,Wilfred,Ndidi,227
Vicente,Iborra,0,0,9,224,4,27.8,26.8,25,0,31,8,0,0,0,0,47,Vicente,Iborra,228
Matty,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Matty,James,229
Hamza,Choudhury,0,0,12,335,3,30.7,71.2,41,0,44,14.4,2,0,0,0.1,43,Hamza,Choudhury,230
Adrien Sebastian,Perruchet Silva,0,0,3,87,1,6.3,14.2,0,0,16,2.1,0,0,0,0.1,47,Adrien Sebastian,Perruchet Silva,231
Fousseni,Diabaté,0,0,1,54,1,15.8,7.4,0,0,4,2.3,0,0,0,0,46,Fousseni,Diabaté,232
James,Maddison,7,6,124,2489,41,1405.6,743,660,12,571,280.7,6,1,3,7,68,James,Maddison,233
Jamie,Vardy,15,5,148,2366,33,340.1,689.4,1011,25,501,203.9,9,1,3,12.7,91,Jamie,Vardy,234
Shinji,Okazaki,0,1,24,245,4,28.3,43.2,90,0,56,16,0,0,0,0.5,52,Shinji,Okazaki,235
Kelechi,Iheanacho,1,5,57,908,16,208.2,135,227,3,162,56.5,1,0,1,0.8,57,Kelechi,Iheanacho,236
Simon,Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,47,Simon,Mignolet,237
Loris,Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,Loris,Karius,238
Dejan,Lovren,1,1,56,813,5,27,197.8,68,9,213,29.3,5,0,1,1.5,49,Dejan,Lovren,239
Alberto,Moreno,0,0,4,154,2,42,20,5,0,24,6.7,0,0,0,0.2,41,Alberto,Moreno,240
Nathaniel,Clyne,0,0,24,1001,18,58.9,150.6,58,0,142,26.5,2,0,2,0.8,44,Nathaniel,Clyne,241
Joseph,Gomez,0,0,52,1047,4,91.8,208.6,44,2,259,34.5,7,0,2,1,48,Joseph,Gomez,242
Joel,Matip,1,0,70,1355,12,42.1,366.8,83,6,338,49.3,7,0,3,1,49,Joel,Matip,243
Ragnar,Klavan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Ragnar,Klavan,244
Trent,Alexander-Arnold,1,7,139,2108,12,656.3,572.2,260,16,588,148.7,13,0,3,20.2,55,Trent,Alexander-Arnold,245
Virgil,van Dijk,3,4,181,3024,20,105.1,884.2,419,20,823,141,17,0,1,30.1,66,Virgil,van Dijk,246
Andrew,Robertson,0,10,186,2863,18,663.2,652.4,289,27,785,160.6,18,0,4,36.6,68,Andrew,Robertson,247
Alex,Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,Alex,Oxlade-Chamberlain,248
Jordan,Henderson,1,2,62,1616,12,250.4,298.4,158,2,337,70.8,9,1,1,0.6,53,Jordan,Henderson,249
Adam,Lallana,0,1,23,460,3,139,85.4,113,0,96,33.8,3,0,1,0.6,69,Adam,Lallana,250
Sadio,Mané,18,3,198,2716,19,571.3,857.4,1193,22,607,262.1,16,0,2,33.2,101,Sadio,Mané,251
Georginio,Wijnaldum,2,1,89,2409,14,356.1,346.6,310,6,375,101.6,15,0,3,1.1,55,Georginio,Wijnaldum,252
Mohamed,Salah,19,10,224,2912,18,890.3,1040.4,1908,15,592,383.7,18,0,1,34.6,132,Mohamed,Salah,253
James,Milner,4,5,95,1730,13,717.1,546.6,357,12,427,162.6,9,1,3,2.5,56,James,Milner,254
Fabio Henrique,Tavares,1,2,59,1828,12,274.5,377.4,173,0,276,82.6,10,0,6,0.6,55,Fabio Henrique,Tavares,255
Naby,Keita,1,1,56,1225,8,179.6,224.8,328,3,190,73.3,8,0,0,1.5,71,Naby,Keita,256
Roberto,Firmino,12,8,158,2516,15,647.7,768,1183,24,644,259.2,18,0,0,17.1,93,Roberto,Firmino,257
Danny,Ings,7,2,80,1375,21,283.4,392.4,680,11,286,135.6,5,0,1,2.7,54,Danny,Ings,258
Dominic,Solanke,0,1,13,293,5,72.9,68.4,150,0,38,29.2,0,0,0,0.5,47,Dominic,Solanke,259
Ederson,Santana de Moraes,0,1,140,2970,22,33,473,0,4,591,50.6,16,0,2,21.7,56,Ederson,Santana de Moraes,260
Claudio,Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,48,Claudio,Bravo,261
John,Stones,0,0,73,1663,15,115,353.4,49,7,396,51.7,8,0,1,4.7,52,John,Stones,262
Vincent,Kompany,0,0,32,865,6,36.3,216,44,2,189,29.7,3,0,4,1.1,52,Vincent,Kompany,263
Nicolás,Otamendi,0,0,68,1228,7,53.7,280.2,143,5,329,47.7,9,0,1,2.9,60,Nicolás,Otamendi,264
Kyle,Walker,1,1,119,2329,16,336.7,425.4,141,6,556,90.4,14,0,3,11.4,64,Kyle,Walker,265
Danilo Luiz,da Silva,1,0,44,802,7,117.8,165,99,7,196,38.2,4,0,1,0.7,49,Danilo Luiz,da Silva,266
Benjamin,Mendy,0,6,59,900,6,222.7,250.8,70,6,262,54.2,4,0,1,6,61,Benjamin,Mendy,267
Aymeric,Laporte,2,2,133,2606,20,184.7,632.4,224,7,612,104.4,14,0,3,12.4,61,Aymeric,Laporte,268
Fabian,Delph,0,1,29,722,9,97.8,153.8,24,2,186,27.5,3,1,1,0.3,53,Fabian,Delph,269
Raheem,Sterling,17,13,215,2320,18,836,998.8,1389,25,707,322.5,13,0,2,20.1,115,Raheem,Sterling,270
David,Silva,6,6,125,2047,13,1026,636.4,995,13,536,265.9,13,0,1,4.5,85,David,Silva,271
Fernando,Luiz Rosa,1,3,77,2273,15,383,516.4,208,4,426,111,12,0,5,3,53,Fernando,Luiz Rosa,272
Kevin,De Bruyne,2,3,57,919,3,555.5,295.8,291,8,261,114.2,6,0,2,4.4,97,Kevin,De Bruyne,273
Ilkay,Gündogan,5,2,90,1681,14,655.3,442.8,399,8,420,149.7,9,0,2,2.4,55,Ilkay,Gündogan,274
Leroy,Sané,9,12,145,1697,14,613.8,665.8,988,13,489,226.9,8,0,1,7.3,93,Leroy,Sané,275
Bernardo Mota,Veiga de Carvalho e Silva,6,8,132,2399,21,843.8,661.6,805,14,560,231.4,11,0,3,7.8,76,Bernardo Mota,Veiga de Carvalho e Silva,276
Phil,Foden,0,0,13,188,0,109.8,36.8,116,0,58,26.2,1,0,0,0.1,45,Phil,Foden,277
Brahim,Diaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,Brahim,Diaz,278
Oleksandr,Zinchenko,0,3,31,701,3,178.3,183.6,42,1,156,40.4,5,0,0,0.2,47,Oleksandr,Zinchenko,279
Sergio,Agüero,19,10,177,2046,14,442.5,852.4,1401,23,655,269.5,13,0,4,37.5,117,Sergio,Agüero,280
Gabriel Fernando,de Jesus,7,3,77,987,11,298.1,389.2,840,7,260,153,2,0,0,1.6,99,Gabriel Fernando,de Jesus,281
David,de Gea,0,0,112,2970,44,0,753.4,0,7,573,75.2,7,0,1,16.4,57,David,de Gea,282
Sergio,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,Sergio,Romero,283
Chris,Smalling,1,0,54,1857,28,29.8,399.2,174,3,297,60.3,4,0,1,1.4,56,Chris,Smalling,284
Phil,Jones,0,1,41,1081,13,42.8,260.8,38,3,251,34.3,3,0,0,0.5,51,Phil,Jones,285
Luke,Shaw,1,4,81,2321,35,443.5,535.6,273,8,442,125.4,6,0,10,6.1,50,Luke,Shaw,286
Marcos,Rojo,0,0,2,190,5,3,40.8,45,0,15,8.9,0,0,1,0.1,49,Marcos,Rojo,287
Antonio,Valencia,0,0,16,450,5,99.1,59.8,3,1,90,16.2,2,0,2,0.7,64,Antonio,Valencia,288
Matteo,Darmian,0,0,13,361,6,34.3,77.4,7,2,69,11.9,1,0,0,0.2,46,Matteo,Darmian,289
Daley,Blind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Daley,Blind,290
Eric,Bailly,0,0,14,566,12,3.1,113.6,8,0,99,12.6,1,1,0,1.3,50,Eric,Bailly,291
Victor,Lindelöf,1,1,80,2248,32,71.8,475.4,96,9,464,64.4,6,0,1,6,50,Victor,Lindelöf,292
Ashley,Young,2,3,67,2163,36,551.3,481.6,114,3,379,114.8,4,1,7,1.7,57,Ashley,Young,293
José Diogo,Dalot Teixeira,0,2,25,839,12,225.7,153.6,72,0,141,45.1,1,0,3,0.2,53,José Diogo,Dalot Teixeira,294
Alexis,Sánchez,1,5,44,784,10,276.1,198.6,295,1,153,76.9,2,0,3,1.2,100,Alexis,Sánchez,295
Nemanja,Matic,1,0,54,2205,32,238.3,433,171,2,334,84.3,6,1,6,0.7,50,Nemanja,Matic,296
Juan,Mata,2,4,59,1114,13,369.8,206.4,226,5,234,80.4,5,0,3,1,61,Juan,Mata,297
Marouane,Fellaini,0,2,26,746,14,65.6,172.2,145,0,119,38.1,1,0,1,0.4,48,Marouane,Fellaini,298
Ander,Herrera,2,3,60,1270,16,215.8,381,224,6,282,82.2,5,0,3,0.5,50,Ander,Herrera,299
Jesse,Lingard,4,3,75,1485,22,271.6,294.2,372,5,254,93.7,3,0,2,2.8,67,Jesse,Lingard,300
Anthony,Martial,10,4,118,1471,20,471.4,516.8,701,13,374,168.7,5,0,2,4,72,Anthony,Martial,301
Paul,Pogba,13,10,170,2557,33,691.8,1034.8,1156,19,599,288.6,8,0,5,35.4,87,Paul,Pogba,302
Scott,McTominay,1,0,26,628,13,18.3,117.2,92,2,107,22.7,1,0,0,1,42,Scott,McTominay,303
Frederico,Rodrigues de Paula Santos,1,2,37,904,15,188.3,168,86,3,163,44.4,1,0,2,1.2,53,Frederico,Rodrigues de Paula Santos,304
Marcus,Rashford,10,7,118,1921,25,415.5,591.6,897,14,385,189.6,6,1,3,23.7,74,Marcus,Rashford,305
Romelu,Lukaku,12,1,110,1928,33,317.4,540.8,1019,14,355,187.9,4,0,4,4.4,108,Romelu,Lukaku,306
Robert,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Robert,Elliot,307
Karl,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,Karl,Darlow,308
Martin,Dubravka,0,0,119,3060,43,0,718.8,0,10,583,71.9,10,0,1,0.9,50,Martin,Dubravka,309
DeAndre,Yedlin,1,2,63,2472,41,406.3,436.4,113,1,325,95.8,5,1,6,1,45,DeAndre,Yedlin,310
Ciaran,Clark,3,0,42,857,15,25,293.2,105,4,194,42.6,2,0,1,0.2,45,Ciaran,Clark,311
Jamaal,Lascelles,0,1,86,2475,32,46.8,569.8,109,8,485,72.9,9,0,4,3.2,47,Jamaal,Lascelles,312
Paul,Dummett,0,0,57,1636,22,80.6,342,53,3,305,47.5,6,0,0,0.1,44,Paul,Dummett,313
Florian,Lejeune,0,0,35,1054,13,82.5,211.6,59,0,209,35.3,4,0,0,0.1,44,Florian,Lejeune,314
Javier,Manquillo,0,2,45,828,11,91.5,174,9,5,192,27.6,4,0,2,0.2,43,Javier,Manquillo,315
Chancel,Mbemba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,Chancel,Mbemba,316
Matt,Ritchie,2,5,91,2567,35,816.6,577.6,406,5,409,180.1,9,0,8,0.6,58,Matt,Ritchie,317
Jonjo,Shelvey,0,1,26,780,13,326.9,171.8,126,0,125,62.5,3,0,1,0.3,53,Jonjo,Shelvey,318
Mohamed,Diamé,0,0,52,2060,32,76.6,292,170,0,196,54.1,6,0,3,0.1,48,Mohamed,Diamé,319
Christian,Atsu,0,0,39,1220,14,236,168.4,245,0,121,64.9,5,0,2,0.1,51,Christian,Atsu,320
Jacob,Murphy,0,1,16,296,8,31.1,53.6,22,0,50,10.7,1,0,0,0,47,Jacob,Murphy,321
Mikel,Merino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Mikel,Merino,322
Isaac,Hayden,1,3,56,1532,20,246.1,340,185,4,248,77.2,6,1,3,1.6,43,Isaac,Hayden,323
Sung-yueng,Ki,0,1,33,1101,15,235.7,147.4,36,1,171,41.9,4,0,2,0.1,47,Sung-yueng,Ki,324
Dwight,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,60,Dwight,Gayle,325
Ayoze,Pérez,7,2,108,2614,31,559.5,606,759,13,402,192.5,10,0,2,1.3,61,Ayoze,Pérez,326
Jose Luis,Mato Sanmartín,2,0,30,586,15,35.9,121.4,290,3,89,44.6,1,0,1,2.2,47,Jose Luis,Mato Sanmartín,327
Alex,McCarthy,0,0,73,2250,44,0,585.2,0,6,414,58.6,4,0,1,2.1,43,Alex,McCarthy,328
Fraser,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,42,Fraser,Forster,329
Ryan,Bertrand,1,0,49,1710,31,314.5,284.2,104,1,255,70,6,0,8,2.1,48,Ryan,Bertrand,330
Maya,Yoshida,0,1,41,1338,25,56.5,325.8,155,4,248,53.8,3,0,0,1,41,Maya,Yoshida,331
Cédric,Soares,1,2,52,1493,31,226.5,309,103,7,273,63.9,4,0,4,2.1,42,Cédric,Soares,332
Jack,Stephens,1,0,41,1292,25,63.1,318.8,141,4,230,52.3,3,0,4,0.3,42,Jack,Stephens,333
Sam,McQueen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,40,Sam,McQueen,334
Jan,Bednarek,0,1,43,1700,26,84.7,517.6,49,3,290,65.4,3,0,6,6.9,40,Jan,Bednarek,335
Wesley,Hoedt,0,0,29,1170,24,20,283.6,41,3,206,34.7,4,0,2,0.2,42,Wesley,Hoedt,336
Steven,Davis,0,1,9,97,4,41.6,38.8,2,2,39,8.2,0,0,0,0,46,Steven,Davis,337
James,Ward-Prowse,6,0,79,1557,31,560.7,488.4,295,13,317,134.3,3,0,3,3.6,51,James,Ward-Prowse,338
Oriol,Romeu Vidal,1,0,50,1825,31,129,409.6,114,3,246,65.4,5,0,7,2.3,42,Oriol,Romeu Vidal,339
Pierre-Emile,Højbjerg,4,2,76,2310,48,389.3,518.8,392,7,394,130.6,4,2,7,2.9,44,Pierre-Emile,Højbjerg,340
Sofiane,Boufal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,Sofiane,Boufal,341
Joshua,Sims,0,1,8,134,3,18.1,21.8,36,0,23,7.6,0,0,0,0,44,Joshua,Sims,342
Nathan,Redmond,5,4,117,2867,48,637.4,546.8,707,9,367,188.7,9,0,3,3.1,53,Nathan,Redmond,343
Mario,Lemina,0,2,40,1477,32,169.8,257.4,172,1,223,60,4,0,5,0.1,47,Mario,Lemina,344
Stuart,Armstrong,3,3,65,1235,23,346.9,267.4,343,3,227,95.6,4,0,2,0.2,51,Stuart,Armstrong,345
Mohamed,Elyounoussi,0,0,26,695,7,221.2,80.6,208,0,82,50.9,4,0,0,0.1,60,Mohamed,Elyounoussi,346
Shane,Long,3,2,50,947,17,132.3,173.4,323,4,144,62.9,1,0,2,2.4,46,Shane,Long,347
Charlie,Austin,2,2,44,954,17,114.7,156.2,402,1,118,67,5,0,1,0.4,55,Charlie,Austin,348
Manolo,Gabbiadini,1,0,23,468,12,72.7,74.4,167,3,56,30.8,0,0,0,0.1,56,Manolo,Gabbiadini,349
Guido,Carrillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,Guido,Carrillo,350
Hugo,Lloris,0,0,129,2610,29,0,711,0,10,602,71.2,11,0,0,6.1,54,Hugo,Lloris,351
Michel,Vorm,0,0,5,180,4,0,66.8,0,1,36,6.6,0,0,0,0.1,47,Michel,Vorm,352
Toby,Alderweireld,0,0,94,2529,27,91.6,586.6,210,5,570,88.7,11,0,2,3.7,60,Toby,Alderweireld,353
Danny,Rose,0,4,75,1515,14,350.7,291.2,191,5,299,83.3,7,0,5,1.1,58,Danny,Rose,354
Jan,Vertonghen,1,0,59,1731,22,97.4,402.2,134,6,355,63.3,5,1,2,4.4,59,Jan,Vertonghen,355
Ben,Davies,0,0,58,1551,21,249.2,324.2,138,4,307,71.4,6,0,2,1.7,56,Ben,Davies,356
Kieran,Trippier,1,5,107,2095,22,764.1,560.2,121,13,534,144.6,9,0,2,16.2,60,Kieran,Trippier,357
Kyle,Walker-Peters,0,3,27,284,2,101.5,99.8,15,4,101,21.5,2,0,1,0.7,42,Kyle,Walker-Peters,358
Davinson,Sánchez,1,2,72,1671,19,38,388.4,179,4,368,60.8,6,0,2,1.6,58,Davinson,Sánchez,359
Serge,Aurier,0,2,24,562,9,108.4,151.6,45,0,116,30.5,2,0,1,0.5,57,Serge,Aurier,360
Eric,Dier,2,0,43,1219,14,117.3,259.2,79,1,206,45.7,5,0,3,0.9,47,Eric,Dier,361
Mousa,Dembélé,0,0,14,512,6,17.5,51,1,0,74,7.1,1,0,1,0.7,49,Mousa,Dembélé,362
Erik,Lamela,4,2,58,889,10,302.5,254.6,435,4,201,98.8,4,0,2,0.3,59,Erik,Lamela,363
Christian,Eriksen,6,12,141,2320,32,997.2,749.4,639,15,584,238.9,7,0,2,8.4,93,Christian,Eriksen,364
Bamidele,Alli,5,3,82,1445,18,326.7,404.8,568,8,297,130,7,0,3,2.4,88,Bamidele,Alli,365
Victor,Wanyama,1,0,19,306,1,13.1,69.2,59,2,75,14.2,2,0,0,0.1,49,Victor,Wanyama,366
Heung-Min,Son,12,8,154,1721,20,426.7,656.2,818,17,480,190,9,0,2,21.7,88,Heung-Min,Son,367
Harry,Winks,1,0,53,1589,17,168.6,268.2,71,3,275,50.7,6,0,4,0.2,55,Harry,Winks,368
Moussa,Sissoko,0,3,72,2158,26,353.9,313.4,187,3,371,85.4,10,0,1,0.4,49,Moussa,Sissoko,369
Lucas,Rodrigues Moura da Silva,10,2,119,1701,14,321.5,513.2,547,8,313,137.8,12,0,3,7.3,68,Lucas,Rodrigues Moura da Silva,370
Fernando,Llorente,1,4,35,479,5,158.8,119.8,264,3,86,53.9,1,0,2,0.9,51,Fernando,Llorente,371
Harry,Kane,17,6,160,2423,31,430,824.6,1359,24,561,261.3,9,0,5,13.2,126,Harry,Kane,372
Heurelho,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,42,Heurelho,Gomes,373
Pontus,Dahlberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Pontus,Dahlberg,374
Younes,Kaboul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,42,Younes,Kaboul,375
Craig,Cathcart,3,0,88,2699,43,24,657,260,5,489,94.3,6,0,2,2.8,45,Craig,Cathcart,376
Sebastian,Prödl,0,0,1,13,0,0,0,0,0,2,0,0,0,0,0.1,42,Sebastian,Prödl,377
José,Holebas,3,7,96,2165,32,517,612,152,10,423,128.3,5,0,11,8.8,48,José,Holebas,378
Miguel,Britos,0,0,3,184,5,0.3,28.4,0,0,22,2.9,0,0,0,0,43,Miguel,Britos,379
Christian,Kabasele,0,0,33,1401,24,23,312.4,179,1,181,51.4,3,1,1,0.3,44,Christian,Kabasele,380
Daryl,Janmaat,0,1,43,1430,21,199.9,318.4,98,4,250,61.8,3,0,3,0.3,49,Daryl,Janmaat,381
Adrian,Mariappa,0,0,52,1642,25,26.9,352.8,75,2,289,45.5,5,0,3,0.7,42,Adrian,Mariappa,382
Francisco,Femenía Far,1,1,61,1638,30,198.6,350.4,71,6,340,61.9,4,0,1,0.9,42,Francisco,Femenía Far,383
Marvin,Zeegelaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,Marvin,Zeegelaar,384
Marc,Navarro,0,0,1,83,2,5.3,15,2,0,8,2.2,0,0,0,0,42,Marc,Navarro,385
Adam,Masina,0,1,23,799,16,62.9,166.8,27,1,138,25.8,2,0,4,0.1,43,Adam,Masina,386
Nathaniel,Chalobah,0,0,7,192,4,14.9,25.2,31,0,26,7.2,0,0,2,0.1,44,Nathaniel,Chalobah,387
Tom,Cleverley,1,0,24,447,6,31.5,94.8,40,2,83,16.7,3,0,2,0,50,Tom,Cleverley,388
Etienne,Capoue,1,3,75,2584,40,196.2,576.4,140,8,440,91.3,8,1,10,0.5,48,Etienne,Capoue,389
Abdoulaye,Doucouré,5,6,113,2611,45,437.6,662.8,575,13,489,167.6,5,0,4,2.7,59,Abdoulaye,Doucouré,390
Roberto,Pereyra,6,4,114,2457,43,420,404,649,13,385,147.6,6,0,3,8.7,60,Roberto,Pereyra,391
Will,Hughes,2,4,76,2024,32,342,377.6,337,5,269,105.6,6,0,5,0.7,49,Will,Hughes,392
Richarlison,de Andrade,12,2,140,2474,36,306.8,649.4,1070,12,360,201.5,10,1,5,16.5,65,Richarlison,de Andrade,393
Gerard,Deulofeu,7,5,106,1662,21,367.6,417,566,7,280,134.7,8,0,2,4.9,56,Gerard,Deulofeu,394
Andre,Gray,5,2,62,1063,18,156.6,256.4,506,5,193,91.1,3,0,2,1.1,59,Andre,Gray,395
Troy,Deeney,9,5,112,2370,37,514.2,597.8,913,13,406,201.8,5,1,4,5.7,59,Troy,Deeney,396
Stefano,Okaka,0,0,1,22,1,24.7,3.2,26,0,-1,5.2,0,0,1,0.1,50,Stefano,Okaka,397
Jerome,Sinclair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,44,Jerome,Sinclair,398
Adrián,San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,42,Adrián,San Miguel del Castillo,399
Lukasz,Fabianski,0,0,122,3060,52,10,1021.2,0,13,649,103,5,0,0,15,47,Lukasz,Fabianski,400
Winston,Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Winston,Reid,401
Aaron,Cresswell,0,1,34,1588,26,290.9,318.2,113,0,257,72.3,1,0,1,0.6,50,Aaron,Cresswell,402
Angelo,Ogbonna,1,1,46,1776,34,53.8,458.8,164,2,306,67.7,2,0,2,0.9,42,Angelo,Ogbonna,403
Sam,Byram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Sam,Byram,404
Pablo,Zabaleta,0,1,53,1935,32,144.9,414.2,104,4,330,66.5,4,0,4,1.8,43,Pablo,Zabaleta,405
Declan,Rice,2,0,84,2745,44,169,558.4,209,9,540,93.6,5,0,3,4.8,46,Declan,Rice,406
Reece,Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,42,Reece,Oxford,407
Ryan,Fredericks,0,0,18,879,16,71,168.8,37,2,101,27.9,1,0,4,0.2,45,Ryan,Fredericks,408
Issa,Diop,1,0,69,2700,42,51.7,630,138,2,487,82,5,0,4,1.3,42,Issa,Diop,409
Arthur,Masuaku,0,1,36,1397,26,136.6,351,42,0,239,53.1,2,0,2,1.5,43,Arthur,Masuaku,410
Mark,Noble,3,3,70,1954,29,267.9,370.8,155,2,337,79.2,5,1,6,0.5,48,Mark,Noble,411
Cheikhou,Kouyaté,0,3,62,1703,27,196.1,287,180,0,229,66.1,8,0,2,0.2,47,Cheikhou,Kouyaté,412
Pedro,Obiang,0,1,35,996,20,78.3,180,101,1,156,35.9,1,0,0,0.8,42,Pedro,Obiang,413
Manuel,Lanzini,0,2,21,537,11,88.9,84,100,2,96,27.3,1,0,1,0.1,64,Manuel,Lanzini,414
Michail,Antonio,4,5,87,1733,27,298.7,362.6,652,4,222,130.3,5,0,3,1.1,68,Michail,Antonio,415
Edimilson,Fernandes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,Edimilson,Fernandes,416
Marko,Arnautovic,7,4,91,1652,32,405,414.2,749,12,307,156.2,2,0,3,6.1,68,Marko,Arnautovic,417
Andy,Carroll,0,0,12,454,7,51.4,41.8,169,0,10,25.8,0,0,2,0.1,54,Andy,Carroll,418
Javier,Hernández Balcázar,7,4,86,1326,20,112,301,528,10,276,93.4,6,0,2,1.7,61,Javier,Hernández Balcázar,419
Jordan,Hugill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Jordan,Hugill,420
John,Ruddy,0,0,7,90,0,0,26.6,0,0,25,2.7,1,0,0,0.2,42,John,Ruddy,421
Will,Norris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,39,Will,Norris,422
Willy,Boly,4,0,103,2718,39,100.8,870,247,10,542,121.4,6,1,2,5.4,47,Willy,Boly,423
Barry,Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Barry,Douglas,424
Matt,Doherty,3,6,115,2709,38,454.2,663.8,605,9,501,172.1,6,0,4,22.7,53,Matt,Doherty,425
Romain,Saïss,2,0,47,1142,17,70.9,363.6,129,5,248,56.2,3,0,7,0.5,42,Romain,Saïss,426
Ryan,Bennett,1,0,74,2610,34,123.3,487,128,1,395,73.9,7,0,10,8,41,Ryan,Bennett,427
Danny,Batth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,40,Danny,Batth,428
Roderick Jefferson,Gonçalves Miranda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Roderick Jefferson,Gonçalves Miranda,429
Conor,Coady,0,0,76,2970,42,24.3,515.6,0,5,498,53.9,7,0,5,0.8,45,Conor,Coady,430
Rúben Gonçalo,Silva Nascimento Vinagre,0,0,21,673,9,97.6,110.8,57,0,108,26.6,1,0,1,0.1,43,Rúben Gonçalo,Silva Nascimento Vinagre,431
Diogo,Jota,7,7,113,1915,26,340.2,449,643,10,340,143.3,7,0,8,6.7,62,Diogo,Jota,432
Rúben Diogo,da Silva Neves,3,2,81,2556,39,330.3,576,357,4,394,126.5,6,0,8,10.1,49,Rúben Diogo,da Silva Neves,433
Ivan,Cavaleiro,3,1,46,662,10,310.4,197,156,3,149,65.6,1,0,1,0.1,52,Ivan,Cavaleiro,434
Hélder,Costa,1,2,52,1333,19,264,162.8,280,0,136,70.9,5,0,3,0.4,46,Hélder,Costa,435
Bright,Enobakhare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Bright,Enobakhare,436
Raúl,Jiménez,12,10,166,2675,36,590.3,741.8,1235,30,555,256.3,10,0,4,35.7,69,Raúl,Jiménez,437
Bonatini Lohner Maia,Bonatini,0,1,10,130,0,30.9,24.6,90,0,19,13.6,0,0,0,0.3,46,Bonatini Lohner Maia,Bonatini,438
Jason,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,40,Jason,Steele,439
Bernardo,Fernandes da Silva Junior,0,1,33,1369,22,149.1,339.6,82,0,232,57.1,2,0,3,0.1,42,Bernardo,Fernandes da Silva Junior,440
Joel,Ward,1,0,11,281,7,15.4,98,41,0,40,15.5,0,0,0,0.2,43,Joel,Ward,441
Jaroslaw,Jach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Jaroslaw,Jach,442
