first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,first_name,second_name,id
Riyad,Mahrez,6,3,89,1241,8,416.5,395.2,670,11,304,148.1,4,0,0,1.8,82,Riyad,Mahrez,223
Marc,Albrighton,2,2,52,1300,15,327.8,322.8,197,4,237,84.8,3,0,3,0.3,51,Marc,Albrighton,224
Demarai,Gray,4,1,78,1815,26,290.9,312.2,575,3,227,117.4,6,0,2,1,54,Demarai,Gray,225
Daniel,Amartey,0,0,15,639,9,46.7,139,21,0,103,20.8,1,0,2,0.2,43,Daniel,Amartey,226
Wilfred,Ndidi,2,0,80,2934,43,310.3,639,318,4,496,126.9,8,0,7,0.8,49,Wilfred,Ndidi,227
Vicente,Iborra,0,0,9,224,4,27.8,26.8,25,0,31,8,0,0,0,0,47,Vicente,Iborra,228
Matty,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Matty,James,229
Hamza,Choudhury,0,0,12,335,3,30.7,71.2,41,0,44,14.4,2,0,0,0.1,43,Hamza,Choudhury,230
Adrien Sebastian,Perruchet Silva,0,0,3,87,1,6.3,14.2,0,0,16,2.1,0,0,0,0.2,47,Adrien Sebastian,Perruchet Silva,231
Fousseni,Diabaté,0,0,1,54,1,15.8,7.4,0,0,4,2.3,0,0,0,0,46,Fousseni,Diabaté,232
James,Maddison,7,6,122,2399,40,1376.6,732.4,653,12,559,276,6,1,3,7.9,69,James,Maddison,233
Jamie,Vardy,15,5,146,2276,32,334.6,687.2,982,25,502,200.2,9,1,3,13,92,Jamie,Vardy,234
Shinji,Okazaki,0,1,24,245,4,28.3,43.2,90,0,56,16,0,0,0,0.5,52,Shinji,Okazaki,235
Kelechi,Iheanacho,1,5,56,890,16,206.9,133,206,3,160,54.1,1,0,1,0.8,57,Kelechi,Iheanacho,236
Simon,Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,47,Simon,Mignolet,237
Loris,Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,Loris,Karius,238
Dejan,Lovren,1,1,56,813,5,27,197.8,68,9,213,29.3,5,0,1,1.5,49,Dejan,Lovren,239
Alberto,Moreno,0,0,4,154,2,42,20,5,0,24,6.7,0,0,0,0.2,41,Alberto,Moreno,240
Nathaniel,Clyne,0,0,24,1001,18,58.9,150.6,58,0,142,26.5,2,0,2,0.9,44,Nathaniel,Clyne,241
Joseph,Gomez,0,0,52,1047,4,91.8,208.6,44,2,259,34.5,7,0,2,1,48,Joseph,Gomez,242
Joel,Matip,1,0,64,1265,12,40.8,346.2,81,6,311,46.9,6,0,3,1.1,49,Joel,Matip,243
Ragnar,Klavan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Ragnar,Klavan,244
Trent,Alexander-Arnold,1,7,131,2018,12,637.5,546,235,14,555,141.7,12,0,3,20,55,Trent,Alexander-Arnold,245
Virgil,van Dijk,3,3,169,2934,20,93.8,848.6,417,17,785,136.1,16,0,1,30.3,66,Virgil,van Dijk,246
Andrew,Robertson,0,10,180,2773,18,643.8,641,287,27,761,157.3,17,0,4,37.3,68,Andrew,Robertson,247
Alex,Oxlade-Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,Alex,Oxlade-Chamberlain,248
Jordan,Henderson,1,1,56,1540,12,223.8,273.8,134,2,312,63.3,8,1,1,0.6,53,Jordan,Henderson,249
Adam,Lallana,0,1,23,460,3,139,85.4,113,0,96,33.8,3,0,1,0.7,69,Adam,Lallana,250
Sadio,Mané,17,3,189,2626,19,540.6,816.8,1135,21,577,249.2,15,0,2,34.6,101,Sadio,Mané,251
Georginio,Wijnaldum,2,1,88,2385,14,355.5,345.2,308,6,372,101.2,15,0,3,1.1,55,Georginio,Wijnaldum,252
Mohamed,Salah,18,10,216,2823,18,838.5,983.2,1819,15,565,363.9,17,0,1,35.8,132,Mohamed,Salah,253
James,Milner,4,5,94,1717,13,714.5,537.4,357,12,423,161.4,9,1,3,2.5,56,James,Milner,254
Fabio Henrique,Tavares,1,2,56,1738,12,266.7,361.2,165,0,259,79.4,9,0,6,0.6,55,Fabio Henrique,Tavares,255
Naby,Keita,1,1,53,1160,8,174.2,220.4,322,3,183,71.7,7,0,0,1.5,71,Naby,Keita,256
Roberto,Firmino,12,8,156,2426,15,610.5,752.4,1145,24,636,250.1,17,0,0,17.2,93,Roberto,Firmino,257
Danny,Ings,7,1,75,1315,20,245.1,367,678,11,265,129,5,0,1,2.4,54,Danny,Ings,258
Dominic,Solanke,0,1,12,279,5,69.1,65.6,105,0,36,24,0,0,0,0.5,47,Dominic,Solanke,259
Ederson,Santana de Moraes,0,1,138,2880,21,33,454.6,0,4,579,48.8,16,0,2,21.7,56,Ederson,Santana de Moraes,260
Claudio,Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,48,Claudio,Bravo,261
John,Stones,0,0,72,1660,15,114.8,353.2,49,7,393,51.7,8,0,1,4.7,52,John,Stones,262
Vincent,Kompany,0,0,30,775,5,34.5,187,42,2,174,26.4,3,0,4,1.1,52,Vincent,Kompany,263
Nicolás,Otamendi,0,0,68,1228,7,53.7,280.2,143,5,329,47.7,9,0,1,2.9,60,Nicolás,Otamendi,264
Kyle,Walker,1,1,117,2239,15,318.6,404.8,137,6,539,86.1,14,0,3,11.3,64,Kyle,Walker,265
Danilo Luiz,da Silva,1,0,44,802,7,117.8,165,99,7,196,38.2,4,0,1,0.7,50,Danilo Luiz,da Silva,266
Benjamin,Mendy,0,6,57,810,5,213.3,231.2,63,6,250,50.6,4,0,1,5.9,61,Benjamin,Mendy,267
Aymeric,Laporte,2,2,131,2516,19,179.6,611.6,222,7,596,101.6,14,0,3,10.3,60,Aymeric,Laporte,268
Fabian,Delph,0,1,29,722,9,97.8,153.8,24,2,186,27.5,3,1,1,0.3,53,Fabian,Delph,269
Raheem,Sterling,15,13,201,2230,17,829.3,934,1331,23,670,309.5,13,0,2,18.4,115,Raheem,Sterling,270
David,Silva,6,6,122,1983,13,975.2,625.6,971,13,526,257.3,12,0,1,4.6,85,David,Silva,271
Fernando,Luiz Rosa,1,3,77,2273,15,383,516.4,208,4,426,111,12,0,5,3,53,Fernando,Luiz Rosa,272
Kevin,De Bruyne,2,1,46,829,2,474.5,232.4,260,5,220,96.7,6,0,2,3.5,97,Kevin,De Bruyne,273
Ilkay,Gündogan,5,2,88,1591,13,627.9,428,397,8,402,145.3,9,0,2,2.4,55,Ilkay,Gündogan,274
Leroy,Sané,9,11,140,1611,13,596.9,637.6,912,13,466,214.8,8,0,1,7.2,93,Leroy,Sané,275
Bernardo Mota,Veiga de Carvalho e Silva,6,8,131,2374,20,831.1,656.6,803,14,556,229.4,11,0,3,8.6,76,Bernardo Mota,Veiga de Carvalho e Silva,276
Phil,Foden,0,0,13,188,0,109.8,36.8,116,0,58,26.2,1,0,0,0.1,45,Phil,Foden,277
Brahim,Diaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,Brahim,Diaz,278
Oleksandr,Zinchenko,0,3,31,701,3,178.3,183.6,42,1,156,40.4,5,0,0,0.2,47,Oleksandr,Zinchenko,279
Sergio,Agüero,19,10,175,1972,14,427.6,850.2,1379,23,648,265.6,12,0,4,34.5,118,Sergio,Agüero,280
Gabriel Fernando,de Jesus,6,3,72,972,10,296.9,353.8,798,7,238,145.1,2,0,0,1.6,99,Gabriel Fernando,de Jesus,281
David,de Gea,0,0,109,2880,43,0,730,0,7,557,72.9,7,0,1,16.4,57,David,de Gea,282
Sergio,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,Sergio,Romero,283
Chris,Smalling,1,0,52,1767,27,19,390.4,170,3,284,57.9,4,0,1,1.4,56,Chris,Smalling,284
Phil,Jones,0,1,39,991,12,32.3,234.6,36,3,229,30.4,3,0,0,0.5,51,Phil,Jones,285
Luke,Shaw,1,4,81,2321,35,443.5,535.6,273,8,442,125.4,6,0,10,7.2,51,Luke,Shaw,286
Marcos,Rojo,0,0,0,116,4,1.5,16.2,24,0,4,4.2,0,0,1,0.1,49,Marcos,Rojo,287
Antonio,Valencia,0,0,16,450,5,99.1,59.8,3,1,90,16.2,2,0,2,0.7,64,Antonio,Valencia,288
Matteo,Darmian,0,0,13,361,6,34.3,77.4,7,2,69,11.9,1,0,0,0.2,46,Matteo,Darmian,289
Daley,Blind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Daley,Blind,290
Eric,Bailly,0,0,14,566,12,3.1,113.6,8,0,99,12.6,1,1,0,1.3,50,Eric,Bailly,291
Victor,Lindelöf,1,1,80,2248,32,71.8,475.4,96,9,464,64.4,6,0,1,6.3,50,Victor,Lindelöf,292
Ashley,Young,2,3,67,2163,36,551.3,481.6,114,3,379,114.8,4,1,7,1.8,57,Ashley,Young,293
José Diogo,Dalot Teixeira,0,2,23,749,11,219,132.2,66,0,132,41.7,1,0,3,0.2,53,José Diogo,Dalot Teixeira,294
Alexis,Sánchez,1,5,44,784,10,276.1,198.6,295,1,153,76.9,2,0,3,1.2,100,Alexis,Sánchez,295
Nemanja,Matic,1,0,54,2205,32,238.3,433,171,2,334,84.3,6,1,6,0.7,50,Nemanja,Matic,296
Juan,Mata,2,3,56,1059,12,336.2,191.8,224,5,223,75.4,5,0,2,1,61,Juan,Mata,297
Marouane,Fellaini,0,2,26,746,14,65.6,172.2,145,0,119,38.1,1,0,1,0.4,48,Marouane,Fellaini,298
Ander,Herrera,2,3,60,1270,16,215.8,381,224,6,282,82.2,5,0,3,0.6,50,Ander,Herrera,299
Jesse,Lingard,4,3,73,1395,21,266.3,281,368,5,244,91.4,3,0,2,2.8,67,Jesse,Lingard,300
Anthony,Martial,10,3,113,1381,19,458.8,511.2,683,13,358,165.1,5,0,2,3.8,72,Anthony,Martial,301
Paul,Pogba,11,10,155,2467,32,678.2,943,1082,16,548,270.7,8,0,5,36.5,87,Paul,Pogba,302
Scott,McTominay,1,0,26,628,13,18.3,117.2,92,2,107,22.7,1,0,0,0.9,42,Scott,McTominay,303
Frederico,Rodrigues de Paula Santos,1,2,35,814,14,184.7,165,77,3,153,42.8,1,0,2,1.2,53,Frederico,Rodrigues de Paula Santos,304
Marcus,Rashford,10,7,117,1886,25,413.1,588.6,867,14,386,186.1,6,1,3,23.3,75,Marcus,Rashford,305
Romelu,Lukaku,12,1,108,1854,32,294.3,536.4,1005,14,350,183.7,4,0,4,4.2,108,Romelu,Lukaku,306
Robert,Elliot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Robert,Elliot,307
Karl,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,Karl,Darlow,308
Martin,Dubravka,0,0,110,2970,43,0,677.2,0,8,552,67.7,9,0,1,1,50,Martin,Dubravka,309
DeAndre,Yedlin,1,2,63,2472,41,406.3,436.4,113,1,325,95.8,5,1,6,1.1,45,DeAndre,Yedlin,310
Ciaran,Clark,3,0,42,857,15,25,293.2,105,4,194,42.6,2,0,1,0.2,45,Ciaran,Clark,311
Jamaal,Lascelles,0,1,79,2385,32,46.4,547.4,90,7,461,68.7,8,0,4,3.3,47,Jamaal,Lascelles,312
Paul,Dummett,0,0,51,1546,22,79.8,330.6,53,3,282,46.3,5,0,0,0.1,44,Paul,Dummett,313
Florian,Lejeune,0,0,35,1054,13,82.5,211.6,59,0,209,35.3,4,0,0,0.2,44,Florian,Lejeune,314
Javier,Manquillo,0,2,40,738,11,87,161.6,9,5,169,25.9,3,0,1,0.3,43,Javier,Manquillo,315
Chancel,Mbemba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,40,Chancel,Mbemba,316
Matt,Ritchie,2,4,85,2477,35,797.3,544.2,404,5,387,174.6,8,0,8,0.6,58,Matt,Ritchie,317
Jonjo,Shelvey,0,1,26,780,13,326.9,171.8,126,0,125,62.5,3,0,1,0.3,53,Jonjo,Shelvey,318
Mohamed,Diamé,0,0,51,2052,32,76.1,291,170,0,194,53.9,6,0,3,0.1,48,Mohamed,Diamé,319
Christian,Atsu,0,0,38,1208,14,236,168.4,243,0,118,64.7,5,0,2,0.1,51,Christian,Atsu,320
Jacob,Murphy,0,1,16,296,8,31.1,53.6,22,0,50,10.7,1,0,0,0,47,Jacob,Murphy,321
Mikel,Merino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Mikel,Merino,322
Isaac,Hayden,1,3,53,1442,20,235.8,323.4,184,4,232,74.4,5,1,3,1.9,44,Isaac,Hayden,323
Sung-yueng,Ki,0,1,31,1020,15,220.8,137.4,36,1,163,39.4,3,0,1,0.1,47,Sung-yueng,Ki,324
Dwight,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,60,Dwight,Gayle,325
Ayoze,Pérez,6,2,99,2524,31,544.8,558,681,10,368,178.4,9,0,2,1.3,61,Ayoze,Pérez,326
Jose Luis,Mato Sanmartín,2,0,30,586,15,35.9,121.4,290,3,89,44.6,1,0,1,2.2,47,Jose Luis,Mato Sanmartín,327
Alex,McCarthy,0,0,73,2250,44,0,585.2,0,6,414,58.6,4,0,1,2.2,43,Alex,McCarthy,328
Fraser,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,42,Fraser,Forster,329
Ryan,Bertrand,1,0,48,1620,30,314.2,265.2,102,1,251,67.9,6,0,7,1.9,48,Ryan,Bertrand,330
Maya,Yoshida,0,0,36,1248,24,46,284.4,114,4,230,44.5,3,0,0,0.6,41,Maya,Yoshida,331
Cédric,Soares,1,2,52,1493,31,226.5,309,103,7,273,63.9,4,0,4,2.2,42,Cédric,Soares,332
Jack,Stephens,1,0,40,1286,25,62.8,317.8,139,4,228,52,3,0,4,0.3,42,Jack,Stephens,333
Sam,McQueen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,40,Sam,McQueen,334
Jan,Bednarek,0,1,41,1610,25,84.4,482.2,16,3,277,58.5,3,0,6,6.7,40,Jan,Bednarek,335
Wesley,Hoedt,0,0,29,1170,24,20,283.6,41,3,206,34.7,4,0,2,0.2,42,Wesley,Hoedt,336
Steven,Davis,0,1,9,97,4,41.6,38.8,2,2,39,8.2,0,0,0,0,46,Steven,Davis,337
James,Ward-Prowse,6,0,77,1467,30,558.9,478.6,295,13,307,133.1,3,0,3,3.5,51,James,Ward-Prowse,338
Oriol,Romeu Vidal,1,0,49,1796,31,118.4,402.2,94,3,238,61.6,5,0,7,2.3,42,Oriol,Romeu Vidal,339
Pierre-Emile,Højbjerg,4,2,74,2220,47,387.6,509.6,389,7,382,129.2,4,2,7,2.5,44,Pierre-Emile,Højbjerg,340
Sofiane,Boufal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,Sofiane,Boufal,341
Joshua,Sims,0,0,3,74,2,4.2,7.6,29,0,9,4.1,0,0,0,0,44,Joshua,Sims,342
Nathan,Redmond,3,4,102,2777,47,632.8,465.4,632,6,320,172.6,9,0,3,2,53,Nathan,Redmond,343
Mario,Lemina,0,2,40,1477,32,169.8,257.4,172,1,223,60,4,0,5,0.2,47,Mario,Lemina,344
Stuart,Armstrong,3,3,65,1235,23,346.9,267.4,343,3,227,95.6,4,0,2,0.2,51,Stuart,Armstrong,345
Mohamed,Elyounoussi,0,0,26,695,7,221.2,80.6,208,0,82,50.9,4,0,0,0.1,60,Mohamed,Elyounoussi,346
Shane,Long,2,2,44,918,17,131.1,142.2,290,3,119,56.4,1,0,2,1.9,46,Shane,Long,347
Charlie,Austin,2,2,44,954,17,114.7,156.2,402,1,118,67,5,0,1,0.5,55,Charlie,Austin,348
Manolo,Gabbiadini,1,0,23,468,12,72.7,74.4,167,3,56,30.8,0,0,0,0.1,56,Manolo,Gabbiadini,349
Guido,Carrillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,Guido,Carrillo,350
Hugo,Lloris,0,0,123,2520,29,0,704.6,0,10,581,70.6,10,0,0,5.3,54,Hugo,Lloris,351
Michel,Vorm,0,0,5,180,4,0,66.8,0,1,36,6.6,0,0,0,0.1,47,Michel,Vorm,352
Toby,Alderweireld,0,0,94,2529,27,91.6,586.6,210,5,570,88.7,11,0,2,3.5,60,Toby,Alderweireld,353
Danny,Rose,0,4,74,1510,14,350.7,291.2,191,5,297,83.3,7,0,5,1,58,Danny,Rose,354
Jan,Vertonghen,1,0,54,1647,22,90.4,378.2,134,6,330,60.2,4,1,1,4,59,Jan,Vertonghen,355
Ben,Davies,0,0,52,1461,21,224.9,311.8,102,4,283,64.1,5,0,2,1.6,56,Ben,Davies,356
Kieran,Trippier,1,5,107,2095,22,764.1,560.2,121,13,534,144.6,9,0,2,14.9,60,Kieran,Trippier,357
Kyle,Walker-Peters,0,3,20,194,2,42.9,81,9,3,69,13.2,1,0,1,0.6,42,Kyle,Walker-Peters,358
Davinson,Sánchez,1,2,66,1581,19,36,371.8,130,4,343,54,5,0,2,1.6,58,Davinson,Sánchez,359
Serge,Aurier,0,2,24,562,9,108.4,151.6,45,0,116,30.5,2,0,1,0.5,57,Serge,Aurier,360
Eric,Dier,2,0,43,1219,14,117.3,259.2,79,1,206,45.7,5,0,3,1,47,Eric,Dier,361
Mousa,Dembélé,0,0,14,512,6,17.5,51,1,0,74,7.1,1,0,1,0.7,49,Mousa,Dembélé,362
Erik,Lamela,4,2,58,889,10,302.5,254.6,435,4,201,98.8,4,0,2,0.4,59,Erik,Lamela,363
Christian,Eriksen,6,11,135,2230,32,919.9,714.8,583,15,560,222.1,6,0,2,6.1,92,Christian,Eriksen,364
Bamidele,Alli,5,3,82,1445,18,326.7,404.8,568,8,297,130,7,0,3,2.4,88,Bamidele,Alli,365
Victor,Wanyama,0,0,9,216,1,8.6,24.2,21,0,37,5.4,1,0,0,0,49,Victor,Wanyama,366
Heung-Min,Son,12,7,150,1718,20,413.4,639,818,17,467,186.9,9,0,2,14.6,85,Heung-Min,Son,367
Harry,Winks,1,0,53,1589,17,168.6,268.2,71,3,275,50.7,6,0,4,0.2,55,Harry,Winks,368
Moussa,Sissoko,0,2,66,2085,26,337.8,292.2,182,3,349,81.2,9,0,1,0.3,49,Moussa,Sissoko,369
Lucas,Rodrigues Moura da Silva,7,2,98,1611,14,316.6,399,479,5,248,119.1,11,0,3,5.2,67,Lucas,Rodrigues Moura da Silva,370
Fernando,Llorente,1,3,30,393,5,121,105.8,203,3,73,42.6,0,0,2,0.6,51,Fernando,Llorente,371
Harry,Kane,17,6,160,2423,31,430,824.6,1359,24,561,261.3,9,0,5,16.6,125,Harry,Kane,372
Heurelho,Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,42,Heurelho,Gomes,373
Pontus,Dahlberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Pontus,Dahlberg,374
Younes,Kaboul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,42,Younes,Kaboul,375
Craig,Cathcart,3,0,86,2609,42,23,629.8,241,5,472,89.6,6,0,2,2,45,Craig,Cathcart,376
Sebastian,Prödl,0,0,1,13,0,0,0,0,0,2,0,0,0,0,0.1,42,Sebastian,Prödl,377
José,Holebas,3,7,96,2165,32,517,612,152,10,423,128.3,5,0,11,9.7,48,José,Holebas,378
Miguel,Britos,0,0,3,184,5,0.3,28.4,0,0,22,2.9,0,0,0,0,43,Miguel,Britos,379
Christian,Kabasele,0,0,31,1311,23,12.8,291.2,169,1,171,47.3,3,1,1,0.3,44,Christian,Kabasele,380
Daryl,Janmaat,0,1,41,1340,20,181.5,295,88,4,235,56.6,3,0,3,0.3,49,Daryl,Janmaat,381
Adrian,Mariappa,0,0,52,1642,25,26.9,352.8,75,2,289,45.5,5,0,3,0.7,42,Adrian,Mariappa,382
Francisco,Femenía Far,1,1,60,1580,29,196.8,345.2,69,6,338,61,4,0,1,0.8,42,Francisco,Femenía Far,383
Marvin,Zeegelaar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,Marvin,Zeegelaar,384
Marc,Navarro,0,0,1,83,2,5.3,15,2,0,8,2.2,0,0,0,0,42,Marc,Navarro,385
Adam,Masina,0,1,21,714,15,61.7,161.2,26,1,133,25,2,0,4,0.1,43,Adam,Masina,386
Nathaniel,Chalobah,0,0,7,192,4,14.9,25.2,31,0,26,7.2,0,0,2,0.1,44,Nathaniel,Chalobah,387
Tom,Cleverley,1,0,24,447,6,31.5,94.8,40,2,83,16.7,3,0,2,0,50,Tom,Cleverley,388
Etienne,Capoue,1,3,74,2494,39,193.4,562.8,133,8,429,89,8,1,9,0.5,48,Etienne,Capoue,389
Abdoulaye,Doucouré,5,6,111,2521,44,425.3,655.4,573,13,480,165.4,5,0,4,1.7,59,Abdoulaye,Doucouré,390
Roberto,Pereyra,6,4,114,2457,43,420,404,649,13,385,147.6,6,0,3,8.6,60,Roberto,Pereyra,391
Will,Hughes,2,4,75,1934,31,326.1,367.4,297,5,263,99,6,0,4,0.6,49,Will,Hughes,392
Richarlison,de Andrade,12,2,139,2391,34,292.9,644.4,1044,12,357,197,10,1,4,17.4,65,Richarlison,de Andrade,393
Gerard,Deulofeu,7,5,106,1662,21,367.6,417,566,7,280,134.7,8,0,2,5.4,57,Gerard,Deulofeu,394
Andre,Gray,5,2,60,973,17,155.6,250.4,444,5,191,84.2,3,0,2,0.5,59,Andre,Gray,395
Troy,Deeney,9,5,114,2360,36,503.2,597.8,909,13,412,200.7,5,0,4,5.2,59,Troy,Deeney,396
Stefano,Okaka,0,0,1,22,1,24.7,3.2,26,0,-1,5.2,0,0,1,0.1,50,Stefano,Okaka,397
Jerome,Sinclair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,44,Jerome,Sinclair,398
Adrián,San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,42,Adrián,San Miguel del Castillo,399
Lukasz,Fabianski,0,0,121,2970,50,10,1007.6,0,13,637,101.6,5,0,0,16.3,48,Lukasz,Fabianski,400
Winston,Reid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Winston,Reid,401
Aaron,Cresswell,0,1,34,1588,26,290.9,318.2,113,0,257,72.3,1,0,1,0.6,50,Aaron,Cresswell,402
Angelo,Ogbonna,1,1,45,1686,32,43,423.6,162,2,286,62.9,2,0,2,0.9,42,Angelo,Ogbonna,403
Sam,Byram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Sam,Byram,404
Pablo,Zabaleta,0,1,51,1860,31,142.6,394.8,87,4,319,62.6,4,0,4,1.8,43,Pablo,Zabaleta,405
Declan,Rice,2,0,82,2655,42,166.7,542.2,197,8,517,90.5,5,0,3,5.5,46,Declan,Rice,406
Reece,Oxford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,42,Reece,Oxford,407
Ryan,Fredericks,0,0,18,865,15,70.4,168.8,37,2,105,27.9,1,0,3,0.2,45,Ryan,Fredericks,408
Issa,Diop,1,0,69,2700,42,51.7,630,138,2,487,82,5,0,4,1.6,43,Issa,Diop,409
Arthur,Masuaku,0,1,34,1307,24,129.6,328.4,39,0,224,49.8,2,0,2,1.5,43,Arthur,Masuaku,410
Mark,Noble,3,3,68,1864,27,244.6,353.8,143,2,316,74,5,1,6,0.5,48,Mark,Noble,411
Cheikhou,Kouyaté,0,3,60,1635,25,195.1,276.4,172,0,221,64.1,8,0,2,0.2,47,Cheikhou,Kouyaté,412
Pedro,Obiang,0,1,35,996,20,78.3,180,101,1,156,35.9,1,0,0,0.8,42,Pedro,Obiang,413
Manuel,Lanzini,0,1,14,476,10,65.5,64.4,86,0,72,21.6,1,0,1,0.2,64,Manuel,Lanzini,414
Michail,Antonio,4,5,86,1716,26,287.8,358.4,627,4,222,126.3,5,0,3,1.2,68,Michail,Antonio,415
Edimilson,Fernandes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,45,Edimilson,Fernandes,416
Marko,Arnautovic,7,4,91,1652,32,405,414.2,749,12,307,156.2,2,0,3,6.4,68,Marko,Arnautovic,417
Andy,Carroll,0,0,12,454,7,51.4,41.8,169,0,10,25.8,0,0,2,0.1,54,Andy,Carroll,418
Javier,Hernández Balcázar,7,4,84,1254,19,99.9,297.6,522,10,270,91.2,6,0,2,1.8,61,Javier,Hernández Balcázar,419
Jordan,Hugill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Jordan,Hugill,420
John,Ruddy,0,0,7,90,0,0,26.6,0,0,25,2.7,1,0,0,0.2,42,John,Ruddy,421
Will,Norris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,39,Will,Norris,422
Willy,Boly,3,0,94,2628,36,89,805.8,222,8,509,111.3,6,1,2,4.6,47,Willy,Boly,423
Barry,Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Barry,Douglas,424
Matt,Doherty,3,6,115,2650,36,452,657.4,573,9,498,168,6,0,4,22.4,53,Matt,Doherty,425
Romain,Saïss,2,0,47,1052,14,68.5,341.8,126,5,231,53.5,3,0,6,0.5,42,Romain,Saïss,426
Ryan,Bennett,1,0,74,2610,34,123.3,487,128,1,395,73.9,7,0,10,8.1,41,Ryan,Bennett,427
Danny,Batth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,40,Danny,Batth,428
Roderick Jefferson,Gonçalves Miranda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Roderick Jefferson,Gonçalves Miranda,429
Conor,Coady,0,0,75,2880,39,23.5,500.8,0,5,484,52.3,7,0,5,0.8,45,Conor,Coady,430
Rúben Gonçalo,Silva Nascimento Vinagre,0,0,21,673,9,97.6,110.8,57,0,108,26.6,1,0,1,0.1,43,Rúben Gonçalo,Silva Nascimento Vinagre,431
Diogo,Jota,7,7,111,1829,23,337.6,448,617,10,334,140.3,7,0,8,5.5,61,Diogo,Jota,432
Rúben Diogo,da Silva Neves,3,2,79,2488,37,327,574.4,332,4,389,123.5,6,0,8,10.2,49,Rúben Diogo,da Silva Neves,433
Ivan,Cavaleiro,3,1,46,662,10,310.4,197,156,3,149,65.6,1,0,1,0.1,52,Ivan,Cavaleiro,434
Hélder,Costa,1,2,51,1330,19,264,162.8,280,0,137,70.9,5,0,3,0.4,46,Hélder,Costa,435
Bright,Enobakhare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Bright,Enobakhare,436
Raúl,Jiménez,12,10,165,2585,33,586,741.8,1218,30,559,254.2,10,0,3,33.1,68,Raúl,Jiménez,437
Bonatini Lohner Maia,Bonatini,0,1,10,130,0,30.9,24.6,90,0,19,13.6,0,0,0,0.3,46,Bonatini Lohner Maia,Bonatini,438
Jason,Steele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,40,Jason,Steele,439
Bernardo,Fernandes da Silva Junior,0,1,32,1189,15,133,302.2,57,0,208,49.2,2,0,3,0.1,42,Bernardo,Fernandes da Silva Junior,440
Joel,Ward,1,0,11,281,7,15.4,98,41,0,40,15.5,0,0,0,0.2,43,Joel,Ward,441
Jaroslaw,Jach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Jaroslaw,Jach,442
Pape,Souaré,0,0,1,1,0,0.1,1,0,0,3,0.1,0,0,0,0.1,42,Pape,Souaré,443
Connor,Wickham,0,1,8,60,1,41.9,23.2,53,0,20,11.8,0,0,0,0.1,49,Connor,Wickham,444
Ben,Foster,0,0,116,2880,47,50,835.6,1,11,606,88.8,7,0,1,6.5,46,Ben,Foster,445
Ken,Sema,1,2,34,653,8,80.2,116.4,140,1,87,33.4,3,0,1,0.1,46,Ken,Sema,446
Jack,Wilshere,0,1,11,338,9,44.8,64.4,11,0,67,12,1,0,2,0.8,48,Jack,Wilshere,447
